#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CB_NAME_BLOODY_VENGEANCE;Bloody Vengeance;Vengeance sanglante;;;Venganza de sangre;;;;;;;;;x
TOOLTIP_blood_feud_end;The [From.GetOnlyDynastyName]-[Root.GetOnlyDynastyName] blood feud ends.\n;La vendetta entre les [From.GetOnlyDynastyName] et les [Root.GetOnlyDynastyName] a pris fin.\n;;;La enemistad de sangre [From.GetOnlyDynastyName]-[Root.GetOnlyDynastyName] termina.\n;;;;;;;;;x
EVTDESCAdynastic_rivalry.11;The emissary you sent to [From.GetTitledFirstNameNoRegnal] [From.GetOnlyDynastyName] has been killed and the money been stolen!;L'émissaire que vous avez envoyé à [From.GetTitledFirstNameNoRegnal] [From.GetOnlyDynastyName] a été tué et l'argent volé !;;;¡Habéis sido informado de que el emisario que enviasteis a [feud_reconcile_target.GetTitledFirstName] ha sido asesinado y el dinero ha sido robado! ¡Los [feud_reconcile_target.GetOnlyDynastyName] han decidido rechazar la oferta de paz!;;;;;;;;;x
EVTDESCBdynastic_rivalry.11;The emissary you sent to [From.GetTitledFirstNameNoRegnal] [From.GetOnlyDynastyName] has been unjustly killed and your son taken hostage!;Vous recevez la nouvelle que l'émissaire que vous avez envoyé à [feud_reconcile_target.GetTitledFirstName] a été tué et votre fils capturé ! Les [feud_reconcile_target.GetOnlyDynastyName] ont décidé de rejeter votre offre de paix !;;;¡Habéis sido informado de que el emisario que enviasteis a [feud_reconcile_target.GetTitledFirstName] ha sido asesinado y vuestro hijo ha sido encarcelado! ¡Los [feud_reconcile_target.GetOnlyDynastyName] han decidido rechazar la oferta de paz!;;;;;;;;;x
EVTOPTAdynastic_rivalry.11;Those vile scum!;Bande de sales bâtards !;;;¡Esa vil escoria escoria de mierda!;;;;;;;;;x
EVTDESCdynastic_rivalry.12;The emissary you sent to [From.GetTitledFirstNameNoRegnal] [From.GetOnlyDynastyName] has returned with great news! The [From.GetOnlyDynastyName]s have decided to accept the offer of peace!;Vous recevez la nouvelle que l'émissaire que vous avez envoyé à  [From.GetTitledFirstNameNoRegnal] [From.GetOnlyDynastyName]  est revenu avec de très bonnes nouvelles ! Les  [From.GetOnlyDynastyName] ont décidé d'accepter l'offre de paix !;;;¡Habéis sido informado de que el emisario que enviasteis a [feud_reconcile_target.GetTitledFirstName] ha vuelto con grandes noticias! ¡Los [feud_reconcile_target.GetOnlyDynastyName] han decidido aceptar vuestra oferta de paz!;;;;;;;;;x
EVTOPTAdynastic_rivalry.12;Finally we can live in peace!;Nous pouvons enfin vivre en paix !;;;¡Por fin podemos vivir en paz!;;;;;;;;;x
EVTDESCdynastic_rivalry.13;The [FromFrom.GetGetOnlyDynastyName]-[Root.GetOnlyDynastyName] blood feud has finally come to and end! We can now finally live in peace and coexist together.;La vendetta entre les [FromFrom.GetGetOnlyDynastyName] et les [Root.GetOnlyDynastyName] est finalement terminée ! Nous pouvons enfin vivre en paix !;;;¡La enemistad de sangre [From.GetGetOnlyDynastyName]-[Root.GetOnlyDynastyName] por fin ha llegado a su fin! Por fin podemos vivir en paz y coexistir juntos.;;;;;;;;;x
EVTOPTAdynastic_rivalry.13;Finally it is over!;C'est enfin terminé !;;;Por fin ha terminado!;;;;;;;;;x
TOOLTIPfeud_reconcile_reject;The [From.GetOnlyDynastyName]s will be informed of your rejection\n;Les [From.GetOnlyDynastyName] seront informés de votre refus\n;;;Los [From.GetOnlyDynastyName] serán informados de tu negativa al acuerdo\n;;;;;;;;;x
EVTDESCdynastic_rivalry.14;The [From.GetOnlyDynastyName]s have rejected your gracious offer of a peace between your two houses and an end to this on going feud... Do they wish for it to continue? Do they need time? Do they need a bigger sign of your desire for peace? Whatever it is they need you did not provide it.;Les [From.GetOnlyDynastyName] ont rejeté votre généreuse offre de paix entre vos deux maisons... Veulent-ils que la querelle continue ? Ont-ils besoin de temps ? Ont-ils besoin d'un signe plus important de votre part, prouvant que vous désirez véritablement la paix ?  Qu'importe ce dont ils ont besoin, vous n'êtes pas parvenu à le leur offrir.;;;Los [From.GetOnlyDynastyName] han rechazado tu generosa oferta de paz entre vuestras dos Casas y de poner fin a esta larga enemistad... ¿Desean continuar con esto? ¿Necesitan tiempo? ¿Necesitan una muestra más grande de tu deseos de paz? Lo que sea que necesitaran no se lo habéis dado.;;;;;;;;;x
EVTOPTAdynastic_rivalry.14;They need time, old wounds heal slowly;Ils ont besoin de temps, les vieilles blessures mettent du temps à se refermer.;;;Ellos necesitan tiempo, las viejas heridas tardan en sanar.;;;;;;;;;x
EVTOPTBdynastic_rivalry.14;Those bastards want a feud? I'll give them one they'll regret;Ces bâtards veulent un bain de sang ? Je vais leur en donner un qu'ils ne seront pas prêts d'oublier !;;;¿Esos bastardos quieren seguir enemistados? Les daré una razón que hará que se arrepientan.;;;;;;;;;x
EVTDESCdynastic_rivalry.1B;The lowly [blood_feud_target.GetTitledFirstNameNoRegnal] [blood_feud_target.GetOnlyDynastyName] is reportedly riding through [Root.Location.GetName] with only a small guard to protect [blood_feud_target.GetHerHim]. This would make the perfect opportunity to ambush [blood_feud_target.GetHerHim] and make [blood_feud_target.GetHerHim] answer for the crimes of [blood_feud_target.GetHerHis] house!;Le(a) vil(e) [blood_feud_target.GetTitledFirstNameNoRegnal] [blood_feud_target.GetOnlyDynastyName] semble chevaucher vers [Root.Location.GetName] avec seulement une petite troupe pour le(a) protéger. Voilà une opportunité parfaite pour lui tendre une embuscade et lui faire payer les crimes de sa maison !;;;El abyecto [blood_feud_target.GetTitledFirstNameNoRegnal] [blood_feud_target.GetOnlyDynastyName] ha sido visto cabalgando a través de [Root.Location.GetName] acompañado solo por una pequeña parte de su guardia personal. Esta sería una oportunidad perfecta para emboscarle y hacerle responder por los crímenes de su Casa!;;;;;;;;;x
EVTOPTAdynastic_rivalry.1B;Yes, I will bring all my men to attack [blood_feud_target.GetHerHim]!;Oui, je vais mener tous mes hommes pour l'attaquer !;;;Si, llevaré a todos mis hombres para atacarle!;;;;;;;;;x
EVTDESCdynastic_rivalry.3B;I was riding through [Root.Location.GetName] with what I thought an ample guard when I was ambushed by the [GetRootFromInsult] [From.GetFirstName] [From.GetOnlyDynastyName]! [From.GetSheHeCap] says [From.GetSheHe] wants me to answer for my supposed crimes, and [From.GetHerHis] men outnumber us greatly. [From.GetSheHeCap] moves forward and draws [From.GetHerHis] sword and demands that I show my steel.;"Je chevauchais vers [Root.Location.GetName] avec une petite troupe lorsque j'ai été victime d'une embuscade de ce bâtard de [From.GetFirstName] [From.GetOnlyDynastyName]! Ses hommes étaient bien plus nombreux que nous. [From.GetSheHeCap] a dit qu'[From.GetSheHe] voulait que je réponde de certains ""crimes"" et  [From.GetSheHe] s'est avancé(e) vers moi en tirant l'épée en me demandant de faire de même.";;;Estaba cabalgando a través de [Root.Location.GetName] con un pequeño contingente de guardias cuando fui emboscado por el [GetRootFromInsult] de [From.GetFirstName] [From.GetOnlyDynastyName]! Sus hombres nos superan en número ampliamente y dice que quiere que responda por mis supuestos crímenes. Avanza hacia mi desenvainando su espada y exige que le muestre mi acero.;;;;;;;;;x
EVTOPTAdynastic_rivalry.3B;I will slay you all!;Je vais vous tuer jusqu'au dernier !;;;Os mataré a todos!;;;;;;;;;x
EVTOPTBdynastic_rivalry.3B;I offer my humble apologies, please dont hurt me!;Je vous offre mes humbles excuses et vous supplie de ne pas me faire de mal !;;;Os ofrezco mis más humildes y sinceras disculpas, por favor no me hagáis daño!;;;;;;;;;x
EVTDESCdynastic_rivalry.4B;You have managed to hunt down [From.GetFirstName] [From.GetOnlyDynastyName] in [Root.Location.GetName] and confront [From.GetHerHim]. You draw your sword and call upon [From.GetHerHim] to answer for [From.GetHerHis] crimes against House [Root.GetOnlyDynastyName]. Despite you outnumbering [From.GetHerHis] guards [From.GetSheHe] responds with steel, leading to a bloody confrontation where you kill or wound most of [From.GetHerHis] escort.;Vous avez rattrapé [From.GetFirstName] [From.GetOnlyDynastyName] à [Root.Location.GetName] et le(a) confrontez. Vous tirez votre épée et exigez qu'[From.GetSheHe] réponde de ses crimes envers la maison [Root.GetOnlyDynastyName]. Malgré le fait que vos hommes soient bien plus nombreux que ses gardes, [From.GetSheHe] a décidé de tirer l'épée à son tour. La confrontation est sanglante et tourne rapidement à votre avantage. Les membres de son escorte sont tués ou blessés.;;;Has conseguido dar caza a [From.GetFirstName] [From.GetOnlyDynastyName] en [Root.Location.GetName] y confrontarle. Desenvainas la espada y le exiges que responda por sus crímenes contra la Casa [Root.GetOnlyDynastyName]. A pesar de que sus guardias son superados en número, responde desenvainando su acero, provocando una sangrienta confrontación donde matáis o herís a la mayoría de su escolta.;;;;;;;;;x
EVTDESCdynastic_rivalry.5B;A bloody melee ensues in which [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] and [FromFrom.GetHerHis] men overwhelms your guard, killing or wounding them all. You are not left unscathed, but are left to live. Much [Root.GetOnlyDynastyName] blood has been is spilt, and animosity with house [FromFrom.GetOnlyDynastyName] for years to come ensured.;Une mêlée des plus sanglantes s'ensuit durant laquelle [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] et ses hommes éliminent la plupart de vos gardes. Vous n'en sortez pas indemne mais on vous laisse la vie sauve. Le sang [Root.GetOnlyDynastyName] a été abondamment versé et l'animosité avec la maison [FromFrom.GetOnlyDynastyName] n'est pas prête de s'éteindre dans les années à venir.;;;Una sangrienta pelea tiene lugar y [FromFrom.GetFirstName] [FromFrom.GetOnlyDynastyName] y sus hombres aplastan a tu guardia, matando o hiriendo a todos ellos. No escapas de la batalla ileso, pero al menos estás vivo. Mucha sangre [Root.GetOnlyDynastyName] ha sido derramada, la enemistad con la Casa  [FromFrom.GetOnlyDynastyName] está asegurada por muchos años.;;;;;;;;;x
EVTDESCdynastic_rivalry.6B;You have managed to hunt down [From.GetFirstName] [From.GetOnlyDynastyName] in [Root.Location.GetName] and confront [From.GetHerHim]. You draw your sword and call upon [From.GetHerHim] to answer for [From.GetHerHis] crimes against House [Root.GetOnlyDynastyName]. In response [From.GetSheHe] offers profuse apologies and begs for mercy, promising to answer for [From.GetHerHis] crimes in front of [From.TopLiege.GetTitledFirstNameNoRegnal].;Vous avez rattrapé [From.GetFirstName] [From.GetOnlyDynastyName] à [Root.Location.GetName] et vous l'avez confronté. Vous tirez votre épée et exigez qu'[From.GetSheHe] réponde se ses crimes envers la maison [Root.GetOnlyDynastyName]. [From.GetSheHeCap] vous offre ses plus humbles excuses et vous supplie de l'épargner, promettant de répondre de ses crimes devant [From.TopLiege.GetTitledFirstNameNoRegnal].;;;Has conseguido dar caza a [From.GetFirstName] [From.GetOnlyDynastyName] en [Root.Location.GetName] y confrontarle. Desenvainas la espada y le exiges que responda por sus crímenes contra la Casa [Root.GetOnlyDynastyName]. Él responde ofreciendo abundantes disculpas  y ruega clemencia, prometiendo responder por sus crímenes frente a [From.TopLiege.GetTitledFirstNameNoRegnal].;;;;;;;;;x
EVTOPTAdynastic_rivalry.6B;Good, I will leave you unscathed, for now;Bien, je vous laisse indemne… pour le moment.;;;Bien, no os haré daño alguno, por ahora…;;;;;;;;;x
