#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
wikid;On a Quest Overseas;Dans une quête outre-mer;;;;;;;;;;;;x
EVTOPTAwikid.253;Very well done [GetFromRelation]!;Bien joué [GetFromRelation] !;;;;;;;;;;;;x
EVTDESCwikid.254;A raven has arrived bearing a message from your [GetFromRelation] [From.GetTitledFirstName]. [From.GetSheHeCap] says [From.GetSheHe] is stranded in [foreign_realm.Capital.GetName], having expended all of [From.GetHerHis] coin and then abandoned by [From.GetHerHis] men. Apparently [From.GetSheHe] has been begging for free passage back home to [Root.Capital.GetName], and asks for assistance.;Un corbeau est arrivé, il est porteur d'un message de votre [GetFromRelation] [From.GetTitledFirstName]. [From.GetSheHeCap] dit qu'[From.GetSheHe] est coincé à [foreign_realm.Capital.GetName]. [From.GetSheHeCap] a dépensé tout son argent et a été abandonné par tous ses hommes. Apparemment [From.GetSheHe] a besoin de payer un passeur pour revenir à [Root.Capital.GetName], et demande de l'aide.;;;;;;;;;;;;x
EVTOPTAwikid.254;Yes, I had better send someone to bring [From.GetHerHim] home;Oui, je ferais mieux d'envoyer quelqu'un pour le(a) ramener à la maison.;;;;;;;;;;;;x
EVTOPTBwikid.254;No, [From.GetSheHe] needs to fend for [From.GetHerHim]self;Non, [From.GetSheHe] doit se débrouiller tout(e) seul(e).;;;;;;;;;;;;x
EVTDESCwikid.255;Vagrants and beggars are often picked up and imprisoned by the guards of [Root.Capital.GetName], and one such prisoner is more important than [FromFrom.GetSheHe] seems. The filthy [FromFrom.Culture.GetGroupName] [FromFrom.GetManWoman] claims to be [FromFrom.GetTitledFirstName] from [From.Capital.GetName], and bears a [FromFrom.GetOnlyDynastyName] seal.;Des vagabonds et des mendiants sont souvent emprisonnés par les gardes de [Root.Capital.GetName], et l'un de ces prisonniers est plus important qu'il ne semble. Le(a) dégoûtant(e) [FromFrom.GetManWoman] [FromFrom.Culture.GetGroupName] dit être [FromFrom.GetTitledFirstName] de [From.Capital.GetName], et arbore l'emblème des [FromFrom.GetOnlyDynastyName].;;;;;;;;;;;;x
EVTOPTAwikid.255;Clearly an adventure gone wrong;Une aventure qui a sûrement mal tournée.;;;;;;;;;;;;x
EVTDESCwikid.256;After spending much time touring [foreign_realm.Culture.GetGroupName] lands and cities, your [GetFromRelation] [From.GetTitledFirstName] has finally returned home. [From.GetSheHeCap] arrives with an extra person in tow however, a young and pretty peasant maid called [From.Spouse.GetFirstName] [From.GetSheHe] met in [foreign_realm.Capital.GetName]. Apparently they fell in love, and got married not long after!;Après avoir passé pas mal de temps à visiter les terres et cités [foreign_realm.Culture.GetGroupName], votre [GetFromRelation] [From.GetTitledFirstName] est finalement revenu à la maison. Cependant [From.GetSheHe] n'est pas revenu seul puisqu'[From.GetSheHe] est accompagné d'une jeune et jolie paysanne nommée [From.Spouse.GetFirstName] qu'[From.GetSheHe] a rencontré à [foreign_realm.Capital.GetName]. Apparemment ils sont tombés amoureux et se sont mariés peu après !;;;;;;;;;;;;x
EVTOPTAwikid.256;A marriage for love, how poetic;Un mariage d'amour, comme c'est romantique !;;;;;;;;;;;;x
EVTDESCwikid.257;Over the past few months your [GetFromRelation] [From.GetTitledFirstName] appears to have acquired a taste for [foreign_realm.Culture.GetGroupName] ways. After touring many cities and foreign courts, [From.GetSheHe] arrived at the court of [foreign_realm.GetTitledFirstName] in [foreign_realm.Capital.GetName]. [From.GetFirstName] decided [From.GetSheHe] liked life there, and has sent word [From.GetSheHe] will be staying there indefinitely.;Depuis quelques mois votre [GetFromRelation] [From.GetTitledFirstName] semble avoir pris goût à la culture [foreign_realm.Culture.GetGroupName]. Après avoir visité de nombreuses cités et cours étrangères, [From.GetSheHe] est arrivé à la cour de [foreign_realm.GetTitledFirstName] à [foreign_realm.Capital.GetName]. [From.GetFirstName] a décidé qu'[From.GetSheHe] appréciait la vie là-bas et a envoyé un message nous informant qu'[From.GetSheHe] allait s'y installer définitivement.;;;;;;;;;;;;x
EVTOPTAwikid.257;Will we ever see [From.GetHerHim] again?;Le(a) reverrais-je un jour ?;;;;;;;;;;;;x
EVTDESCwikid.258;Often adventuring foreigners visit the courts of [Root.Capital.GetName], a [FromFrom.Culture.GetGroupName] named [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] being the latest. [FromFrom.GetSheHeCap] has stayed with us for a number of months now, and seems to have become comfortable with [Root.Culture.GetGroupName] court life. So much so [FromFrom.GetSheHe] has chosen to stay and serve here indefinitely.;Il est courant que des étrangers visitent la cour de [Root.Capital.GetName], un(e) [FromFrom.Culture.GetGroupName] nommé(e) [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] est le(a) dernier(e) en date. [FromFrom.GetSheHeCap] est ici depuis de nombreux mois désormais et semble apprécier la vie de cour [Root.Culture.GetGroupName]. Au point qu'[FromFrom.GetSheHe] a choisi de s'installer définitivement.;;;;;;;;;;;;x
EVTOPTAwikid.258;You are of course welcome to stay!;Vous pouvez bien entendu rester ici !;;;;;;;;;;;;x
EVTDESCwikid.259;[From.GetTitledFirstName], your [GetFromRelation] who has been adventuring in foreign lands these past months, has returned. [From.GetSheHeCap] has been soaking in strange cultures and religions in many cities and courts, and whilst in [foreign_realm.Capital.GetName] [From.GetSheHe] was especially seduced by [foreign_realm.Religion.GetName]. [From.GetSheHeCap] has arrived home to [Root.Capital.GetName] a full adherent and convert to the religion.;[From.GetTitledFirstName], votre [GetFromRelation] qui voyageait en terres étrangères ces derniers mois, est revenu. [From.GetSheHeCap] a baigné dans d'étranges cultures et religions dans de nombreuses cours et cités. A [foreign_realm.Capital.GetName] [From.GetSheHe] a particulièrement été séduit(e) par [foreign_realm.Religion.GetName]. [From.GetSheHeCap] est retourné à [Root.Capital.GetName], converti(e) à cette religion.;;;;;;;;;;;;x
EVTOPTAwikid.259;Have you forgotten [Root.Religion.GetName]?;As-tu oublié [Root.Religion.GetName] ?;;;;;;;;;;;;x
EVTDESCwikid.260;[From.GetTitledFirstName], your restless adventuring [GetFromRelation], has arrived back in [Root.Capital.GetName] after [From.GetHerHis] foreign tour. [From.GetSheHeCap] appears to of come back a changed [From.GetManWoman], [From.GetHerHis] months of experiencing new cultures and courts having a good influence. [From.GetSheHeCap] speaks highly of the people of [foreign_realm.Capital.GetName] in particular.;[From.GetTitledFirstName], votre agité et aventureux(se) [GetFromRelation], est de retour à [Root.Capital.GetName] après son voyage à l'étranger. [From.GetSheHeCap] semble être un(e) [From.GetManWoman] métamorphosé(e), ces mois à découvrir de nouvelles cultures et cours ont eu une bonne influence. [From.GetSheHeCap] a beaucoup de respect pour [foreign_realm.Capital.GetName] en particulier.;;;;;;;;;;;;x
EVTOPTAwikid.260;I'm glad it was worth it for [From.GetHerHim];Je suis content que cela ait servi à quelque chose.;;;;;;;;;;;;x
EVTDESCwikid.261;After many months travelling across foreign lands, your [GetFromRelation] [From.GetTitledFirstName] has returned from [From.GetHerHis] tour. [From.GetSheHeCap] visited many prestigious princes and lords, practicing [From.GetHerHis] skills with words and people at feasts, weddings and formal audiences. A meeting with [foreign_realm.GetTitledFirstName] of [foreign_realm.PrimaryTitle.GetName] went particularly well apparently.;Après de nombreux mois de voyages à travers les terres étrangères, votre [GetFromRelation] [From.GetTitledFirstName] est de retour. [From.GetSheHeCap] a visité de nombreux princes et seigneurs prestigieux et a entrainé ses talents d'orateurs lors de grands festins, de mariages et lors d'audiences officielles. Une rencontre avec [foreign_realm.GetTitledFirstName] de [foreign_realm.PrimaryTitle.GetName] s'est particulièrement bien passée apparemment.;;;;;;;;;;;;x
EVTOPTAwikid.261;Quite the diplomat you have become!;Quel diplomate, tu es devenu !;;;;;;;;;;;;x
EVTDESCwikid.262;[From.GetTitledFirstName], your [GetFromRelation] who has been adventuring in foreign lands these past months, has returned. [From.GetSheHeCap] has been busy involving [From.GetHerHim]self in court life of [foreign_realm.Culture.GetGroupName] nobles, notably spending a number of months in [foreign_realm.Capital.GetName]. There [From.GetSheHe] learnt the workings of this strange domain, and even partook in a number of petty intrigues to learn more.;[From.GetTitledFirstName], votre [GetFromRelation] qui voyageait à l'étranger ces derniers mois est de retour. [From.GetSheHeCap] a été impliqué(e) dans la vie de cour des nobles [foreign_realm.Culture.GetGroupName], et a notamment passé plusieurs mois à [foreign_realm.Capital.GetName]. C'est là qu'[From.GetSheHe] a découvert le fonctionnement de cet étrange endroit, prenant même part à quelques menus complots pour en apprendre plus.;;;;;;;;;;;;x
EVTOPTAwikid.262;Welcome home ;Bienvenue à la maison.;;;;;;;;;;;;x
EVTDESCwikid.263;By all accounts, your [GetFromRelation] [From.GetTitledFirstName] was having a fruitful journey across strange lands and far away seas. [From.GetSheHeCap] often sent word from many cities and towns saying of the grand time [From.GetSheHe] and was having, and was last seen leaving [foreign_realm.Capital.GetName] for home. However, according to a surviving companion who made it home, their ship was attacked by pirates, leading [From.GetFirstName] to be captured!;En tout point, le voyage à l'étranger de votre [GetFromRelation] [From.GetTitledFirstName] a été bénéfique. [From.GetSheHeCap] a souvent envoyé des lettres très enthousiastes depuis les villes et ports qu'[From.GetSheHe] visitait. Les dernières nouvelles indiquait qu'[From.GetSheHe] se trouvait à [foreign_realm.Capital.GetName] et comptait rentrer. Mais d'après un de ses compagnons survivants qui est parvenu à rentrer, son bateau a été attaqué par des pirates et [From.GetFirstName] a été capturé(e) !;;;;;;;;;;;;x
EVTOPTAwikid.263;The seas are dangerous to travel;Les mers sont dangereuses.;;;;;;;;;;;;x
EVTDESCwikid.264;One of your subordinate ships was prowling the seas near [Root.Location.GetName] when they sucessfully boarded a lone ship and captured its crew. The noble [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] of [From.PrimaryTitle.GetName] is amongst the prisoners, apparently [FromFrom.GetSheHe] was sailing home after a tour of foreign lands.;L'un de vos bateaux rôdait dans les mers près de [Root.Location.GetName] lorsqu'il a abordé un bateau isolé et capturé son équipage. Le(a) noble [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] de [From.PrimaryTitle.GetName] fait partie des prisonniers, apparemment [FromFrom.GetSheHe] rentrait à la maison après un voyage à l'étranger.;;;;;;;;;;;;x
EVTOPTAwikid.264;I hope [From.GetTitledFirstName] pays a good ransom!;J'espère que [From.GetTitledFirstName] va payer une bonne rançon !;;;;;;;;;;;;x
EVTDESCwikid.265;Your [GetFromRelation] [From.GetTitledFirstName] has arrived home to [Root.Capital.GetName] from [From.GetHerHis] tour, and [From.GetSheHe] seems shaken up. After visiting many exotic places, [From.GetSheHe] arrived in [foreign_realm.Capital.GetName], and their got in a dispute with a local merchant. Apparently this led to [From.GetFirstName] being kidnapped and suffering painful injuries at the merchant's command. [From.GetSheHeCap] refuses to name this merchant.;Votre [GetFromRelation] [From.GetTitledFirstName] est rentré(e) à [Root.Capital.GetName] après son voyage, et [From.GetSheHe] semble bouleversé(e). Après avoir visité de nombreux endroits exotiques [From.GetSheHe] est arrivé(e) à [foreign_realm.Capital.GetName], et s'y est disputé(e) avec un marchand local. Apparemment [From.GetFirstName] a été kidnappé(e) et a souffert de terribles blessures infligées sur ordre du marchand. [From.GetSheHeCap] refuse de nommer cet homme.;;;;;;;;;;;;x
EVTOPTAwikid.265;I'm not surprised [From.GetSheHe] made some enemies;Je ne suis pas surpris qu'[From.GetSheHe] se soit fait quelques ennemis.;;;;;;;;;;;;x
EVTDESCwikid.266;Your [GetFromRelation] [From.GetTitledFirstName] is finally back from [From.GetHerHis] voyage, and quite the epic voyage it was. After setting sail from [foreign_realm.Capital.GetName], [From.GetSheHe] sailed the Shivering Sea to Ibben, then on to navigate the treacherous Thousand Islands. Finally, [From.GetSheHe] voyaged as far as Nefer, the old capital of the Kingdom of N'Ghai. All the while [From.GetFirstName] gained an abundance of eastern treasures.;Votre [GetFromRelation] [From.GetTitledFirstName] est finalement revenu de son voyage, et ce fut un voyage épique. Après avoir quitté [foreign_realm.Capital.GetName], [From.GetSheHe] a traversé la mer Grelotte jusqu'à Ibben, puis il a poussé jusqu'aux Mille-îles. Finalement [From.GetSheHe] est allé jusqu'à Nefer, l'ancienne capitale du royaume de N'Ghai. En chemin [From.GetFirstName] a amassé de nombreux trésors orientaux.;;;;;;;;;;;;x
EVTOPTAwikid.266;You are a true legend;Tu es une véritable légende.;;;;;;;;;;;;x
EVTDESCwikid.267;We have word that [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] has come back from a long voyage, and quite the epic voyage it was. After setting sail from [foreign_realm.Capital.GetName], [FromFrom.GetSheHe] sailed the Shivering Sea to Ibben, then on to navigate the treacherous Thousand Islands. Finally, [FromFrom.GetSheHe] voyaged as far as Nefer, the old capital of the Kingdom of N'Ghai. All the while [FromFrom.GetFirstName] gained an abundance of eastern treasures.;Nous avons entendu dire que [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] est revenu de son voyage, et ce fut un voyage épique. Après avoir quitté [foreign_realm.Capital.GetName], [FromFrom.GetSheHe] a traversé la mer Grelotte jusqu'à Ibben, puis a poussé jusqu'aux Mille-îles. Finalement [FromFrom.GetSheHe] est allé jusqu'à Nefer, l'ancienne capitale du royaume de N'Ghai. En chemin [FromFrom.GetFirstName] a amassé de nombreux trésors orientaux.;;;;;;;;;;;;x
EVTOPTAwikid.267;[FromFrom.GetSheHeCap] is a true legend;[FromFrom.GetSheHeCap] est une véritable légende.;;;;;;;;;;;;x
EVTDESCwikid.266;[From.GetTitledFirstName], your adventuring [GetFromRelation], has arrived back from [From.GetHerHis] long journey. After leaving port in [foreign_realm.Capital.GetName], [From.GetSheHe] managed to traverse many dangerous lands and sailed the Jade Sea before eventually reaching far Asshai. [From.GetSheHeCap] talks of a great city: dark, gloomy and made of black stone as if cast in shadow. Its people also dark and solemn, all masked or veiled. Few Westerosi reach Asshai, so [From.GetFirstName] has earned great renown and wealth from doing so.;Votre [GetFromRelation] [From.GetTitledFirstName] est finalement revenu de son voyage, et ce fut un voyage épique. Après avoir quitté [foreign_realm.Capital.GetName], [From.GetSheHe] a traversé la mer Grelotte jusqu'à Ibben, puis il a poussé jusqu'aux Mille-îles. Finalement [From.GetSheHe] est allé jusqu'à Nefer, l'ancienne capitale du royaume de N'Ghai. En chemin [From.GetFirstName] a amassé de nombreux trésors orientaux.;;;;;;;;;;;;x
EVTOPTAwikid.266;What a fascinating tale;Tu es une véritable légende.;;;;;;;;;;;;x
EVTDESCwikid.268;News from [From.Capital.GetName], [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] has apparently arrived home from a long journey. After leaving port in [foreign_realm.Capital.GetName], [FromFrom.GetSheHe] managed to traverse many dangerous lands and sailed the Jade Sea before eventually reaching far Asshai. [FromFrom.GetSheHeCap] talks of a great city: dark, gloomy and made of black stone as if cast in shadow. Its people also dark and solemn, all masked or veiled. Few Westerosi reach Asshai, so [FromFrom.GetFirstName] has earned great renown and wealth from doing so.;Nouvelles de [From.Capital.GetName], [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] est revenu(e) de son long voyage. Après avoir quitté le port de [foreign_realm.Capital.GetName], [FromFrom.GetSheHe] est parvenu(e) à traverser de nombreux pays dangereux avant de traversé la mer de Jade et d'atteindre Asshai. [FromFrom.GetSheHeCap] parle d'une grande cité, sombre et lugubre, construite en pierres si noires que l'on jurerait qu'elles sont faîtes d'ombres. Ses habitants sont également sombres, tous masqués ou voilés. Peu d'Ouestriens sont parvenus jusqu'à Asshai, aussi [FromFrom.GetFirstName] a obtenu un grand renom et de grandes richesses en accomplissant cet exploit.;;;;;;;;;;;;x
EVTOPTAwikid.268;[FromFrom.GetSheHeCap] is quite the adventurer;Voilà un sacré aventurier.;;;;;;;;;;;;x
EVTDESCwikid.269;Your [GetFromRelation] [From.GetTitledFirstName] is finally back from [From.GetHerHis] voyage, a voyage that took [From.GetHerHim] to the edge of the world. After setting sail from [foreign_realm.Capital.GetName], [From.GetSheHe] traversed the vast expanse of seas to the lands of the Free Cities, stopping off to gather and trade exotic treasures. Finally [From.GetSheHe] arrived in far Westeros and the city of Oldtown, the stunningly beautiful home of The Hightower and The Citadel. Alas the Sunset Sea prevented further travel west.;Votre [GetFromRelation] [From.GetTitledFirstName] est finalement revenu(e) de son voyage qui l'a mené(e) jusqu'au bout du monde. Après avoir quitté [foreign_realm.Capital.GetName], [From.GetSheHe] a traversé les vastes terres et mers des Cités Libres, s'arrêtant de temps en temps pour faire l'acquisition de trésors exotiques. Finalement [From.GetSheHe] est arrivé(e) dans la lointaine Westeros, dans la cité de Villevieille, l'impressionnante et magnifique ville avec sa Grand-Tour et la Citadelle. Malheureusement la mer du Crépuscule l'a empêché(e) de pousser plus loin vers l'ouest.;;;;;;;;;;;;x
EVTOPTAwikid.269;A legendary journey;Un voyage légendaire;;;;;;;;;;;;x
EVTDESCwikid.270;We have had word that [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] has come back from a long voyage, a voyage that took [FromFrom.GetHerHim] to the edge of the world. After setting sail from [foreign_realm.Capital.GetName], [FromFrom.GetSheHe] traversed the vast expanse of seas to the lands of the Free Cities, stopping off to gather and trade exotic treasures. Finally [FromFrom.GetSheHe] arrived in far Westeros and the city of Oldtown, the stunningly beautiful home of The Hightower and The Citadel. Alas the Sunset Sea prevented further travel west.;Nous avons entendu dire que [FromFrom.GetTitledFirstName] [FromFrom.GetOnlyDynastyName] est revenu(e) de son long voyage, un périple qui l'a mené(e) au bout du monde. Après avoir quitté [foreign_realm.Capital.GetName], [FromFrom.GetSheHe] a traversé les vastes terres et mers des Cités Libres, s'arrêtant de temps en temps pour faire l'acquisition de trésors exotiques. Finalement [FromFrom.GetSheHe] est arrive(e) dans la lointaine Westeros, dans la cité de Villevieille, l'impressionnante et magnifique ville avec sa Grand-Tour et la Citadelle. Malheureusement la mer du Crépuscule l'a empêché(e) de pousser plus loin vers l'ouest.;;;;;;;;;;;;x
EVTOPTAwikid.270;A legendary journey;Un voyage légendaire;;;;;;;;;;;;x
EVTDESCwikid.271;[From.GetTitledFirstName] explored far to the south via [foreign_realm.Capital.GetName];[From.GetTitledFirstName] a exploré loin au sud via [foreign_realm.Capital.GetName];;;;;;;;;;;;x
EVTOPTAwikid.271;;;;;;;;;;;;;;x
EVTDESCwikid.272;[FromFrom.GetTitledFirstName] explored far to the south;[FromFrom.GetTitledFirstName] a exploré loin au sud;;;;;;;;;;;;x
EVTOPTAwikid.272;;;;;;;;;;;;;;x
EVTDESCwikid.275;A young [From.Culture.GetGroupName] adventurer named [From.GetTitledFirstName] [From.GetOnlyDynastyName] has been staying with us in [Root.Capital.GetName] for a number of weeks now. [From.GetSheHeCap] is touring many cities, feasting with lords and princes. [From.GetSheHeCap] is also known to be looking for a marriage, and proposes that an alliance with [From.Liege.PrimaryTitle.GetName] be sealed with a match between him and my daughter [foreign_marriage_daughter.GetTitledFirstName].;Un jeune aventurier [From.Culture.GetGroupName] nommé [From.GetTitledFirstName] [From.GetOnlyDynastyName] se trouve avec nous à [Root.Capital.GetName] depuis plusieurs semaines. [From.GetSheHeCap] visite de nombreuses cités et participe aux banquets des seigneurs et princes. [From.GetSheHeCap] est aussi connu pour rechercher une union, et propose qu'une alliance avec [From.Liege.PrimaryTitle.GetName] soit scellée par un mariage entre lui et ma fille [foreign_marriage_daughter.GetTitledFirstName].;;;;;;;;;;;;x
EVTOPTAwikid.275;I graciously accept your proposal;J'accepte gracieusement cette proposition.;;;;;;;;;;;;x
EVTOPTBwikid.275;A fine proposal, I will ask [From.Liege.GetTitledFirstName];Une bonne proposition, je vais en informer [From.Liege.GetTitledFirstName];;;;;;;;;;;;x
EVTOPTCwikid.275;No, I will not have some [From.Culture.GetGroupName] marrying my daughter;Non, je ne laisserai pas un [From.Culture.GetGroupName] épouser ma fille;;;;;;;;;;;;x
EVTDESCwikid.276;A raven has arrived from my adventuring [GetFromFromRelation] [FromFrom.GetTitledFirstName]! [FromFrom.GetSheHeCap] is currently in [From.Capital.GetName] staying with [From.GetTitledFirstName] [From.GetOnlyDynastyName], and has been busy negotiating a marriage for [FromFrom.GetHerHim]self.  [FromFrom.GetSheHeCap] has secured a match with [FromFrom.Spouse.GetTitledFirstName] [FromFrom.Spouse.GetOnlyDynastyName], along with an alliance with [From.PrimaryTitle.GetName].;Un corbeau nous est parvenu avec un message de mon aventurier(e) de [GetFromFromRelation] [FromFrom.GetTitledFirstName] ! [FromFrom.GetSheHeCap] est actuellement à [From.Capital.GetName] pour rencontrer [From.GetTitledFirstName] [From.GetOnlyDynastyName], et a passé son temps à négocier son propre mariage. [FromFrom.GetSheHeCap] est parvenu(e) à épouser [FromFrom.Spouse.GetTitledFirstName] [FromFrom.Spouse.GetOnlyDynastyName], et à obtenir une alliance avec [From.PrimaryTitle.GetName].;;;;;;;;;;;;x
EVTOPTAwikid.276;Good for [FromFrom.GetHerHim];Très bien !;;;;;;;;;;;;x
EVTDESCwikid.277;A raven has arrived from my adventuring [GetFromFromRelation] [FromFrom.GetTitledFirstName]! [FromFrom.GetSheHeCap] is currently in [From.Capital.GetName] staying with [From.GetTitledFirstName] [From.GetOnlyDynastyName], and has been busy negotiating a marriage for [FromFrom.GetHerHim]self.  [FromFrom.GetSheHeCap] has agreed to a match with [foreign_marriage_daughter.GetTitledFirstName] [foreign_marriage_daughter.GetOnlyDynastyName], and so with your assent an alliance with [From.PrimaryTitle.GetName] can be secured.;Un corbeau nous est parvenu avec un message de mon aventurier(e) de [GetFromFromRelation] [FromFrom.GetTitledFirstName] ! [FromFrom.GetSheHeCap] est actuellement à [From.Capital.GetName] pour rencontrer [From.GetTitledFirstName] [From.GetOnlyDynastyName], et a passé son temps à négocier son propre mariage. [FromFrom.GetSheHeCap] a accepté une union avec [FromFrom.Spouse.GetTitledFirstName] [FromFrom.Spouse.GetOnlyDynastyName], aussi, avec votre accord, une alliance avec [From.PrimaryTitle.GetName] pourrait voir le jour.;;;;;;;;;;;;x
EVTOPTAwikid.277;A fine proposal, you have my blessing;Une bonne proposition, vous avez ma bénédiction.;;;;;;;;;;;;x
EVTOPTBwikid.277;No, I will not have my [GetFromFromRelation] marry some [From.Culture.GetGroupName]!;Non, mon(a) [GetFromFromRelation] n'épousera pas une [From.Culture.GetGroupName] !;;;;;;;;;;;;x
EVTDESCwikid.278;A message has come back from [From.Capital.GetName]. [From.GetTitledFirstName] [From.GetOnlyDynastyName] has given [From.GetHerHis] assent to the marriage between [FromFromFrom.GetTitledFirstName] and [foreign_marriage_daughter.GetTitledFirstName]. The wedding is promptly held, and the alliance with [From.PrimaryTitle.GetName] sealed.;Une réponse nous est revenue de [From.Capital.GetName]. [From.GetTitledFirstName] [From.GetOnlyDynastyName] a donné son accord pour le mariage entre [FromFromFrom.GetTitledFirstName] et [foreign_marriage_daughter.GetTitledFirstName]. Le mariage est promptement organisé et l'alliance avec [From.PrimaryTitle.GetName] est scellée.;;;;;;;;;;;;x
EVTOPTAwikid.278;Excellent news;Excellentes nouvelles.;;;;;;;;;;;;x
EVTDESCwikid.279;A message has come back from [From.Capital.GetName]. [From.GetTitledFirstName] [From.GetOnlyDynastyName] has rejected the proposed marriage between [FromFromFrom.GetTitledFirstName] and [foreign_marriage_daughter.GetTitledFirstName]. The wedding is called off, and [FromFromFrom.GetTitledFirstName] makes a hasty exit from [Root.Capital.GetName].;Une réponse nous est revenue de [From.Capital.GetName]. [From.GetTitledFirstName] [From.GetOnlyDynastyName] a rejeté le mariage proposé entre [FromFromFrom.GetTitledFirstName] et [foreign_marriage_daughter.GetTitledFirstName]. Le mariage est annulé et [FromFromFrom.GetTitledFirstName] part précipitamment de [Root.Capital.GetName].;;;;;;;;;;;;x
EVTOPTAwikid.279;Perhaps we are best rid of this [From.Culture.GetGroupName] afterall;Peut-être est-ce une bonne chose de se débarrasser de ce [From.Culture.GetGroupName] après tout.;;;;;;;;;;;;x
EVTDESCwikid.281;A few weeks ago a [From.Culture.GetGroupName] noble named [From.GetTitledFirstName] [From.GetOnlyDynastyName] arrived in [Root.Capital.GetName] seeking hospitality. Apparently [From.GetSheHe] is on a tour of foreign lands, so I of course welcomed [From.GetHerHim]. [From.GetSheHeCap] has attended feasts and functions, and has got on well with many at court, becoming particularly friendly with [foreign_lover.GetTitledFirstName].;Il y a quelques semaines un(e) noble [From.Culture.GetGroupName] du nom de [From.GetTitledFirstName] [From.GetOnlyDynastyName] est arrivé(e) à [Root.Capital.GetName] et a demandé l'hospitalité. Apparemment [From.GetSheHe] fait un voyage à travers le monde, aussi l'ai-je accueilli(e). [From.GetSheHeCap] a participé à de nombreuses fêtes et soirée et s'est fait(e) apprécié(e) par de nombreux personnages de la cour. [From.GetSheHeCap] semble particulièrement attentionné(e) envers [foreign_lover.GetTitledFirstName].;;;;;;;;;;;;x
EVTOPTAwikid.281;What a pleasant [From.GetManWoman];Voilà un(e) [From.GetManWoman] particulièrement plaisant(e);;;;;;;;;;;;x
EVTDESCwikid.282;[FromFrom.GetTitledFirstName] has sent word, these past weeks [From.GetSheHe] has been residing with [From.GetTitledFirstName] in [From.Capital.GetName]. There [From.GetSheHe] says [From.GetSheHe] has attended numerous feasts and events, making many friends and ingratiating [From.GetHerHim]self to [From.GetHerHis] [From.Culture.GetName] hosts.;[FromFrom.GetTitledFirstName] a envoyé des nouvelles. Depuis quelques semaines [From.GetSheHe] réside chez [From.GetTitledFirstName] à [From.Capital.GetName]. [From.GetSheHeCap] dit avoir participé à de nombreux festins et évènements, s'est fait de nombreux amis et est entré(e) dans les bonnes grâces de ses hôtes.;;;;;;;;;;;;x
EVTOPTAwikid.282;I'm glad to hear [From.GetSheHe] is well;Je suis content(e) d'apprendre qu'[From.GetSheHe] va bien;;;;;;;;;;;;x
EVTDESCwikid.284;The upcoming feast has attracted the attention of a young [From.Culture.GetGroupName] named [From.GetTitledFirstName] [From.GetOnlyDynastyName]. This [From.GetManWoman] is currently on a tour of the cities and lands of the region, and would like to attend your feast whilst [From.GetSheHe] is in [Root.Location.GetName].;Le prochain banquet a attiré l'attention d'un(e) jeune [From.Culture.GetGroupName] nommé(e) [From.GetTitledFirstName] [From.GetOnlyDynastyName]. Cet(te) [From.GetManWoman] est actuellement en voyage pour visiter les cités et cours de la région, et voudrait participer au banquet pendant son séjour à [Root.Location.GetName].;;;;;;;;;;;;x
EVTOPTAwikid.284;You are of course welcome by esteemed guest!;Vous êtes bien entendu le(a) bienvenue ! ;;;;;;;;;;;;x
EVTDESCwikid.285;Your [GetFromFromRelation] [FromFrom.GetTitledFirstName] has recently sent word from [From.Capital.GetName] where [FromFrom.GetSheHe] is has just arrived on [FromFrom.GetHerHis] tour. [FromFrom.GetSheHeCap] says [FromFrom.GetSheHe] is currently enjoying the hospitality of [From.GetTitledFirstName] [From.GetOnlyDynastyName], and will be the guest of honour at an upcoming feast.;Votre [GetFromFromRelation] [FromFrom.GetTitledFirstName] a récemment envoyé des nouvelles de [From.Capital.GetName] où [FromFrom.GetSheHe] vient juste d'arriver. [FromFrom.GetSheHeCap] dit qu'[FromFrom.GetSheHe] profite actuellement de l'hospitalité de [From.GetTitledFirstName] [From.GetOnlyDynastyName], et sera l'un(e) des invités d'honneur d'un banquet.;;;;;;;;;;;;x
EVTOPTAwikid.285;Do your house proud;Fait la fierté de notre maison.;;;;;;;;;;;;x
