#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nick_snow;Snow;Snow;Snow;;Nieve;;;;;;;;;x
EVTDESCbastard.1;My husband [From.GetFirstName] is dead, leaving my [Root.Liege.GetSonDaughter] [Root.Liege.GetFirstName] to rule as the new [Root.Liege.GetTitle]. [From.GetFirstName] was a known adulterer however, siring many bastards on harlots throughout the realm. These bastards could pose a threat to my [Root.Liege.GetSonDaughter]'s rule.;Mon mari [From.GetFirstName] est mort, laissant ma [Root.Liege.GetSonDaughter] [Root.Liege.GetFirstName] régnante en tant que nouvelle [Root.Liege.GetTitle]. [From.GetFirstName] était connu pour être fort volage, engendrant beaucoup de bâtards avec les prostituées partout dans le royaume. Ces bâtards pourraient constituer une menace pour l'autorité de ma [Root.Liege.GetSonDaughter].;;;;;;;;;;;;x
EVTOPTAbastard.1;Have them all eliminated!;Les éliminer tous !;;;;;;;;;;;;x
TOOLTIPbastard.1;[This.GetFirstNameWithNick] is targetted\n;[This.GetFirstNameWithNick] est ciblé\n;;;;;;;;;;;;x
TOOLTIPbastard.2;The murders are undiscovered;Les meurtres restent cachés;;;;;;;;;;;;x
TOOLTIPbastard.3;The murders are discovered;Les meurtres sont découverts;;;;;;;;;;;;x
EVTOPTBbastard.1;I will leave them be;Je vais laisser ainsi;;;;;;;;;;;;x
EVTDESCbastard.2;The killings went as planned. Your most trusted men went around the brothels and houses of [Root.Liege.Capital.GetName] to discreetly murder any child suspecting of being an unacknowledged bastard of [FromFrom.GetTitledFirstNameNoRegnal], and their mothers for good measure. The more notable bastards have also been slayed without your name being implicated.;Les tueries se sont déroulées comme prévu. Vos hommes les plus dignes de confiance se sont promenés dans les maisons closes de [Root.Liege.Capital.GetName] pour assassiner discrètement tout enfant soupçonnant d'être un bâtard non reconnu de [FromFrom.GetTitledFirstNameNoRegnal] et de leur mère. Les bâtards les plus remarquables ont aussi été tués sans que votre nom soit impliqué.;;;;;;;;;;;;x
EVTOPTAbastard.2;This was neccessary to ensure my [Root.Liege.GetSonDaughter]'s position!;Cela a été nécessaire pour assurer la position de ma [Root.Liege.GetSonDaughter];;;;;;;;;;;;x
EVTDESCbastard.3;Some of your select men went around the brothels and houses of [Root.Liege.Capital.GetName] to murder any child suspecting of being an unacknowledged bastard of [FromFrom.GetTitledFirstNameNoRegnal], and their mothers for good measure. Word has got out that you are behind all the murders however!;Certains de vos hommes choisis ont fait le tour des maisons closes et des maisons de [Root.Liege.Capital.GetName] pour assassiner tout enfant soupçonnant d'être un bâtard non reconnu de [FromFrom.GetTitledFirstNameNoRegnal], et leurs mères pour bonne mesure. Cependant, le peuple sait que vous êtes derrière tous les meurtres !;;;;;;;;;;;;x
EVTOPTAbastard.3;Fools and traitors!;Fous et traîtres !;;;;;;;;;;;;x
EVTDESCbastard.5;[From.GetFirstNameWithNick] managed to escape the clutches of your men and has fled into exile in [From.Liege.Capital.GetName]!;[From.GetFirstNameWithNick] a réussi à échapper aux griffes de vos hommes et a fui en exil dans [From.Liege.Capital.GetName] !;;;;;;;;;;;;x
EVTOPTAbastard.5;I will eliminate that renegade eventually!;Je vais finir par éliminer le renégat !;;;;;;;;;;;;x
EVTDESCbastard.6;One of [FromFromFrom.GetTitledFirstNameNoRegnal]'s previously unknown bastards managed to escape the men sent throughout [Root.Liege.Capital.GetName] to kill [escaped_bastard.GetHerHim] off. This traitor, who goes by the name of [escaped_bastard.GetFirstNameWitchNick], has fled to [escaped_bastard.Liege.Capital.GetName] and is now claiming [FromFromFrom.PrimaryTitle.GetName].;Un des bâtards inconnu de [FromFromFrom.GetTitledFirstNameNoRegnal] a réussi à échapper aux hommes envoyés à travers [Root.Liege.Capital.GetName] pour tuer [escaped_bastard.GetHerHim]. Ce traître, qui va par le nom de [escaped_bastard.GetFirstNameWitchNick], a fui vers [escapade_bastard.Liege.Capital.GetName] et revendique maintenant [FromFromFrom.PrimaryTitle.GetName].;;;;;;;;;;;;x
EVTOPTAbastard.6;This is unacceptable!;C'est inacceptable !;;;;;;;;;;;;x
EVTDESCbastard.7;My [GetFromRelation] [From.GetTitledFirstNameNoRegnal] seems to have acted ruthlessly upon the succession of [From.GetHerHis] [From.Liege.GetSonDaughter] to [FromFromFrom.PrimaryTitle.GetName] after the death of [FromFromFrom.GetTitledFirstNameNoRegnal]. [From.GetSheHeCap] has had [From.GetHerHis] men slay all possible bastards of the late [FromFromFrom.GetTitle] they could find, even killing their mothers. The people of [From.Liege.Capital.GetName] were appalled at the series of murders.;Mon [GetFromRelation] [From.GetTitledFirstNameNoRegnal] semble avoir agi impitoyablement sur la succession de [From.GetHerHis] [From.Liege.GetSonDaughter] à [FromFromFrom.PrimaryTitle.GetName] après la mort de [FromFromFrom.GetTitledFirstNameNoRegnal]. [From.GetSheHeCap] a embauché des hommes [From.GetHerHis] pour tuer tous les bâtards possibles [FromFromFrom.GetTitle] allant jusqu’à tuer leurs mères. Les gens de [From.Liege.Capital.GetName] ont été consternés par la série de meurtres.;;;;;;;;;;;;x
EVTOPTAbastard.7;This is shocking!;C'est choquant !;;;;;;;;;;;;x
TOOLTIPbastard.501B;On [Root.GetTitledFirstNameNoRegnal]'s death, an heir from House [Root.GetOnlyDynastyName] will be selected to inherit [Root.PrimaryTitle.GetName]\n;;;;;;;;;;;;;x
