#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ca_storms_end_desc;Built by King Durren to shield himself from the gods anger, Storm's End is one of the strongest fortifications in Westeros. A massive curtain wall, thickly woven with spells, surrounds the single keep, a great hunk of stone.;Bâtie par Durran , le premier Roi de l'Orage, ont dit quAccalmie fut édifiée avec l'aide des Enfants de la Forêt et que même les attaques du dieu des mers et de la déesse du vent ne parvinrent pas à la mettre à bas. Sise sur la baie des Naufrageurs elle est réputée pour être l'une des plus puissantes forteresses de Westeros. ;;;Construido por Durran, el primer rey Tormenta, se dice que con la ayuda de los Niños del Bosque, y que ni los mismísimos ataques de los Dioses del agua y del airela podrán derribar. Situada en la Bahía de los Naufragios es considerada una de las más poderosas fortalezas de Poniente.;;;;;;;;;x
ca_wallportion_desc;A wallportion;En temps de paix il est toujours sage de se préparer à la guerre en améliorant les défenses de sa forteresse. Ajouter une enceinte, creuser des douves, agrandir les murs, boucher les fissures et remettre en état la grande porte… En temps de guerre, l'urgence oblige parfois à faire au plus vite en ne renfoçant modestement une partie des murailles. ;;;El Muro es una inmensa muralla de hielo que se extiende de este a oeste en el norte de Poniente y que separa los Siete Reinos de las tierras salvajes de más allá. Se extiende desde los Colmillos Helados desde el oeste hasta la Bahía de las Focas en el este. Es una de las nueve maravillas creadas por el hombre recogidas por Lomas Pasolargo. ;;;;;;;;;x
ca_harrenhal_castle_desc;Harrenhal is the greatest castle that Westeros has ever seen. Rising from beside the God's Eye, it is hours from the first time you sight the first tower that you arrive at the castle. Expensive to garrison, ruinous to repair, and impossible to heat, only the greatest Kings hold Harrenhal as it is supposed to be seen.;Harrenhal est le plus grand château qui ne fut jamais construit à Westeros. Rêve fou d'Harren le Noir, la forteresse requiert une importante garnison pour la défendre et une fortune pour l'entretenir ce qui en fait une demeure de souverains.;;;Harrenhal es el mayor castillo construido en Poniente. Sueño loco de Harren el Negro, la fortaleza requiere una importante guarnición para defenderla y una fortuna para reconstruirlo y rehabilitarlo como residencia para un señor.;;;;;;;;;x
ca_wildling_barracks_desc;A Small Wildling Barracks;Une petite caserne sauvageonne;;;Un pequeño cuartel salvaje;;;;;;;;;x
ca_wildling_barracks2_desc;A Wildling Barracks;Une caserne sauvageonne;;;Un cuartel salvaje;;;;;;;;;x
ca_wildling_barracks3_desc;A Large Wildling Barracks;Une grande caserne sauvageonne;;;Un gran cuartel salvaje;;;;;;;;;x
ca_wildling_barracks4_desc;A Fortified Wildling Barracks;Une caserne sauvageonne fortifiée;;;Un cuartel salvaje fortificado;;;;;;;;;x
ca_culture_group_frozen_shore_1;Bone Chariot Workshop;0;;;Taller de Carros de Huesos;;;;;;;;;x
ca_culture_group_frozen_shore_2;Bone Chariot Workshop;0;;;Taller de Carros de Huesos;;;;;;;;;x
ca_culture_group_frozen_shore_3;Bone Chariot Workshop;0;;;Taller de Carros de Huesos;;;;;;;;;x
ca_culture_group_frozen_shore_4;Bone Chariot Workshop;0;;;Taller de Carros de Huesos;;;;;;;;;x
ca_culture_group_frozen_shore_desc;The Frozen Shore men employ chariots made of walrus bone, pulled by dogs as large as direwolves, as transport. They also breed reindeer.;0;;;Los hombres de la Costa Helada emplean carros de hueso de morsa, tirados por perros tan grandes como huargos como transporte. También crían renos.;;;;;;;;;x
ca_the_bloody_gate_desc;The man who holds the Bloody Gate holds the Vale. Over the long millenia, dozens of armies have marched upon the Bloody Gate, only to be smashed to pieces on its high battlements.;La Porte Sanglante est une forteresse gardant le défile éponyme et qui constitue la principale porte d'entrée du Val. Edifiée par els Premiers Homems à l'Age des Héros, elle a arrêtée bien des armées qui se sont fracassées sur ses défenses. ;;;La Puerta de la Sangre es una serie de fortificaciones situadas en el Camino Alto que conduce al Valle de Arryn desde las Montañas de la Luna y es la puerta de entrada principal al Valle de Arryn. Durante la Edad de los Héroes, una docena de ejércitos se rompieron en pedazos al intentar atravesar la Puerta.;;;;;;;;;x
ca_harrenhal_ruins_desc;Since Aegon the Conquerer burnt Harren with all his sons, Harrenhal has been a shadow of what it was. The five towers are melted like candles, their upper layers only inhabited by bats. Whats more, every house who has held Harrenhal has met a terrible end.;La Conquête d'Aegon Targaryen a fracassée le rêve d'Harren le Noir. A peine terminée elle subit la colère des dragons qui la plongèrent dans un enfer de flammes qui eurent raison d'Harren et de ses fils. Harrenhal n'est plus que l'ombre de ce qu'elle fut, ses cinq tours sont brisées, ses murs carbonisées seule une infime partie de la forteresse encore habitable est occupée. Mais surtout on dit qu'une malédiction plane sur Harrenhal et qu'elle a emportée avec elle toutes les maisons qui s'y sont succédées. ;;;Desde que Aegon el Conquistador quemó a Harren con todos sus hijos, Harrenhal ha sido una sombra de lo que fue. Las cinco torres se derritieron como velas y sólo queda habitable una ínfima parte de la fortaleza, el resto sirve de hogar a los murciélagos que han colonizado las torres que aún se tienen medio en pie. Además, se dice que una maldición planea sobre Harrenhal y que ha llevado la desgracia a todas las casas que han ocupado Harrenhal.;;;;;;;;;x
ca_dragon_pit;Dragon Pit;Fosse de Dragon;;;Pozo Dragón;;;;;;;;;x
ct_dragon_pit;Dragon Pit;Fosse de Dragon;;;Pozo Dragón;;;;;;;;;x
fp_dragon_pit;Dragon Pit;Fosse de Dragon;;;Pozo Dragón;;;;;;;;;x
ca_dragon_pit_desc;Before the Conquest, dragons flew free across Dragonstone. When King's Landing was built, Visenya's Hill was given over to the most famous example of a Dragonpit, a massive cavernous construct used to hold the Targaryen dragons.\n\nBuilding a Dragonpit will:\n-§GIncrease§! the chance of taming or hatching dragons\n-§RDecrease§! their life expectancy and growth rate\n-Usually §Gprevent§! Dragons flying away to Dragonstone upon their owners death;Avant la Conquête, les dragons volaient librement au dessus de Peyredragon. Lorsque port-Réal fut construite, la Colline de Visenya accueillit le plus fameux exemple de fosse à dragon, Fossedragon. Une immense caverne utilisée pour accueillir les dragons Targaryens.\n\nConstruire une fosse à dragon §Gaugmentra§! les chances d'apprivoiser et de faire naître les dragons mais §Rréduira§! leur espérance de vie. ;;;Pozo Dragón es un edificio enorme y cavernoso que se asienta sobre la Colina de Rhaenys en Desembarco del Rey, utilizado para dar cabida a los dragones.\n\nConstruir un Pozo Dragón §Gaumentará§! las oportunidades de domar y de que nazcan dragones pero §Rreducirá§! su esperanza de vida. ;;;;;;;;;x
ct_asoiaf_basevalue_1_desc;A Small Village;Un hameau;;;Una pequeña aldea;;;;;;;;;x
ct_asoiaf_basevalue_2_desc;A Village;Un village;;;Una aldea;;;;;;;;;x
ct_asoiaf_basevalue_3_desc;A Small Town;Un bourg;;;Un pueblo pequeño;;;;;;;;;x
ct_asoiaf_basevalue_4_desc;A Large Town;Un petite ville;;;Un pueblo grande;;;;;;;;;x
ct_asoiaf_basevalue_5_desc;A Small City;Une ville;;;Una ciudad pequeña;;;;;;;;;x
ct_asoiaf_basevalue_6_desc;A Large City;Une grande ville;;;Una gran ciudad;;;;;;;;;x
ct_asoiaf_targshipyard_desc;The Royal Shipyards produce ships in numbers and is envied by all of Westeros;Les chantiers navals royaux construisent des navires en nombre et sont enviés par tout Westeros.;;;El Astillero Real construye buques mercantes que son envíados por todo Poniente y es esencial para el mantenimiento de la Flota Real construyendo navíos militares y reparándolos cuando es necesario. La Flota Real protege la parte oriental de los Siete Reinos y es la tercera flota en número de navíos por detrás de la Flota Redwyne y la Flota del Hierro.;;;;;;;;;x
ct_asoiaf_redwyneshipyard_desc;The source Redwyne wealth comes from trade and sale of wine. These shipyards are essential to trade in the Reach;La fortune des Redwyne provient du commerce et de la vente de vin. Ces chantiers navals sont essentiels pour le commerce avec le Bief et le reste du continent. Ils ont permis à la Treille de posséder la plus grande flotte des Sept Couronnes. ;;;La fortuna de los Redwyne proviene del comercio del vino. Estos astilleros son esenciales para el comercio con el Dominio y el resto del continente y permiten al Rejo poseer la flota más grande de los Siete Reinos.;;;;;;;;;x
ct_asoiaf_oldtownshipyard_desc;Oldtown, old and dignified as a matron, is the largest city in Westeros, and the richest. The Hightowers, richest and most powerful of the Reachs bannermen, have a mighty fleet protecting the treasures of the city.;"Villevieille, la plus ancienne ville de Westeros, est une des villes les plus riches et des plus peuplées du continent. Son port est également le plus grand des Sept Couronnes, habritant un commerce dynamique qui a fait la fortune des Hightower, les plus riches et les plus puissants bannerets de Hautjardin. Une puissante flotte défend la ""vieille matronne"" et ses trésors. ";;;Antigua, la ciudad más antigua de Poniente, es ima de las ciudades más ricas y pobladas del continente. Su puerto es el más grande de los Siete Reinos, albergando un comercio dinámico que ha hecho la fortuna de los Hightower, los vasallos más ricos y poderosos de Altojardín. Una poderosa flota defiende la ciudad y sus tesoros.;;;;;;;;;x
ct_asoiaf_smallshipyard_desc;A small shipyard;Seules des flottes réduites, consituées de navires de tailles modestes sortent de ce petit chantier naval. Mais ses capacités de construction sont toujours bien supérieures à celles aux localités dépourvues de chantiers. ;;;Sólamente flotas modestas se pueden producir en este Astillero, en comparación con los Grandes Astilleros la capacidad productiva parece baja, pero comparando con las provincias que no cuentan con esta infraestructura es mucho mayor.;;;;;;;;;x
ct_winery_desc;A winery;La vigne est une activitée prisée dans certaines régions des Sept Couronnes. Celles qui produisent les plus grands vins rapportent des sommes non négligeables aux lords dont elles dépandent. Certaines vineries sont même parfois la propriété de membres de la noblesse. Le vin de la Treille, le plus apprécié et le plus de Westeros a par exemple fait la fortune des Redwyne. ;;;Viñedos;;;;;;;;;x
ca_the_bloody_gate;The Bloody Gate;La Porte Sanglante;;;La Puerta de la Sangre;;;;;;;;;x
ca_wildling_barracks;Small Wildling Barracks;Petite caserne sauvageonne;;;Pequeño Cuartel Salvaje;;;;;;;;;x
ca_wildling_barracks2;Wildling Barracks;Caserne sauvageonne;;;Cuartel Salvaje;;;;;;;;;x
ca_wildling_barracks3;Large Wildling Barracks;Grande caserne sauvageonne;;;Gran Cuartel Salvaje;;;;;;;;;x
ca_wildling_barracks4;Fortified Wildling Barracks;Caserne sauvageonne fortifiée;;;Cuartel Salvaje Fortificado;;;;;;;;;x
ca_harrenhal_castle;Harrenhal castle;Château de Harrenhal;;;Castillo de Harrenhal;;;;;;;;;x
ca_upgrade_bv_1;Improve Castle;Améliorer le château;;;Mejorar Castillo;;;;;;;;;x
ca_upgrade_bv_1_desc;Start a large scale, long term project to improve this holding to try and turn it into a Small Keep. You'll also need to send your Castellan to work on this province.\n\n§YThe levy/tax malus is temporary and will be lifted once the upgrade is complete.§!;Lancer un projet à grand échelle et sur le long terme pour transformer ce bâtiment défensif en un petit donjon. Vous allez devoir envoyer votre châtelain pour surveiller les travaux. ;;;Iniciar un proyecto a gran escala y a largo plazo para transformar esta propiedad en un pequeño torreón. Tendrás que enviar al Castellano para supervisar el trabajo.;;;;;;;;;x
ca_upgrade_bv_2;Improve Castle;Améliorer le château;;;Mejorar Castillo;;;;;;;;;x
ca_upgrade_bv_2_desc;Start a large scale, long term project to improve this holding to try and turn it into a Large Keep. You'll also need to send your Castellan to work on this province.\n\n§YThe levy/tax malus is temporary and will be lifted once the upgrade is complete.§!;Lancer un projet à grand échelle et sur le long terme pour transformer ce bâtiment défensif en un grand donjon. Vous allez devoir envoyer votre châtelain pour surveiller les travaux. ;;;Iniciar un proyecto a gran escala y a largo plazo para transformar este pequeño torreón en un gran torreón. Tendrás que enviar al Castellano para supervisar el trabajo.;;;;;;;;;x
ca_upgrade_bv_3;Improve Castle;Améliorer le château;;;Mejorar Castillo;;;;;;;;;x
ca_upgrade_bv_3_desc;Start a large scale, long term project to improve this holding to try and turn it into a Small Castle. You'll also need to send your Castellan to work on this province.\n\n§YThe levy/tax malus is temporary and will be lifted once the upgrade is complete.§!;Lancer un projet à grand échelle et sur le long terme pour transformer ce bâtiment défensif en un petit château. Vous allez devoir envoyer votre châtelain pour surveiller les travaux. ;;;Iniciar un proyecto a gran escala y a largo plazo para transformar este gran torreón en un castillo pequeño. Tendrás que enviar al Castellano para supervisar el trabajo.;;;;;;;;;x
ca_upgrade_bv_4;Improve Castle;Améliorer le château;;;Mejorar Castillo;;;;;;;;;x
ca_upgrade_bv_4_desc;Start a large scale, long term project to improve this holding to try and turn it into a Common Castle. You'll also need to send your Castellan to work on this province.\n\n§YThe levy/tax malus is temporary and will be lifted once the upgrade is complete.§!;Lancer un projet à grand échelle et sur le long terme pour transformer ce bâtiment défensif en un château ordinaire. Vous allez devoir envoyer votre châtelain pour surveiller les travaux. ;;;Iniciar un proyecto a gran escala y a largo plazo para transformar este castillo pequeño en un castillo mediano. Tendrás que enviar al Castellano para supervisar el trabajo.;;;;;;;;;x
ca_upgrade_bv_5;Improve Castle;Améliorer le château;;;Mejorar Castillo;;;;;;;;;x
ca_upgrade_bv_5_desc;Start a large scale, long term project to improve this holding to try and turn it into a Large Castle. You'll also need to send your Castellan to work on this province.\n\n§YThe levy/tax malus is temporary and will be lifted once the upgrade is complete.§!;Lancer un projet à grand échelle et sur le long terme pour transformer ce bâtiment défensif en un grand château. Vous allez devoir envoyer votre châtelain pour surveiller les travaux. ;;;Iniciar un proyecto a gran escala y a largo plazo para transformar este castillo mediano en un castillo grande. Tendrás que enviar al Castellano para supervisar el trabajo.;;;;;;;;;x
ca_upgrade_bv_6;Improve Castle;Améliorer le château;;;Mejorar Castillo;;;;;;;;;x
ca_upgrade_bv_6_desc;Start a large scale, long term project to improve this holding to try and turn it into a Huge Fortress. You'll also need to send your Castellan to work on this province.\n\n§YThe levy/tax malus is temporary and will be lifted once the upgrade is complete.§!;Lancer un projet à grand échelle et sur le long terme pour transformer ce bâtiment défensif en une puissante forteresse. Vous allez devoir envoyer votre châtelain pour surveiller les travaux. ;;;Iniciar un proyecto a gran escala y a largo plazo para transformar este castillo grande en una fortaleza. Tendrás que enviar al Castellano para supervisar el trabajo.;;;;;;;;;x
ca_wall_q_1;Basic Defenses;Défenses de base;;;Defensas Básicas;;;;;;;;;x
ca_wall_q_1_desc;Basic Defenses;Défenses de base;;;Defensas Básicas;;;;;;;;;x
ca_wall_q_2;Catapults;Catapultes;;;Catapultas;;;;;;;;;x
ca_wall_q_2_desc;Catapults;Catapultes;;;Catapultas;;;;;;;;;x
ca_wall_q_3;Siege Tunnels;Tunnels de siège;;;Túneles de Asedio;;;;;;;;;x
ca_wall_q_3_desc;Siege Tunnels;Tunnels de siège;;;Túneles de Asedio;;;;;;;;;x
ca_wall_q_4;Trebuchets;Trébuchets;;;Trabuquetes;;;;;;;;;x
ca_wall_q_4_desc;Trebuchets;Trébuchets;;;Trabuquetes;;;;;;;;;x
ca_wall_q_5;Formidable Defenses;Défenses formidables;;;Defensas Formidables;;;;;;;;;x
ca_wall_q_5_desc;Formidable Defenses;Défenses formidables;;;Defensas Formidables;;;;;;;;;x
ca_wall_1;Private Farms;Fermes privées;;;Heredades Pequeñas;;;;;;;;;x
ca_wall_1_desc;Private Farms;Fermes privées;;;Heredades Pequeñas;;;;;;;;;x
ca_wall_2;Small Estates;Petits domaines;;;Heredades Grandes;;;;;;;;;x
ca_wall_2_desc;Small Estates;Petits domaines;;;Heredades Grandes;;;;;;;;;x
ca_wall_3;Modest Estates;Modestes domaines;;;Haciendas Pequeñas;;;;;;;;;x
ca_wall_3_desc;Modest Estates;Modestes domaines;;;Haciendas Pequeñas;;;;;;;;;x
ca_wall_4;Large Estates;Grands domaines;;;Haciendas Modestas;;;;;;;;;x
ca_wall_4_desc;Large Estates;Grands domaines;;;Haciendas Modestas;;;;;;;;;x
ca_wall_5;Huge Estates;Immenses domaines;;;Haciendas Grandes;;;;;;;;;x
ca_wall_5_desc;Huge Estates;Immenses domaines;;;Haciendas Grandes;;;;;;;;;x
ca_keep_1;Patrol Posts;Postes de patrouille;;;Puestos de Patrulla;;;;;;;;;x
ca_keep_1_desc;Patrol Posts;Postes de patrouille;;;Puestos de Patrulla;;;;;;;;;x
ca_keep_2;Guard Stations;Salles des gardes;;;Estación de la Guardia;;;;;;;;;x
ca_keep_2_desc;Guard Stations;Salles des gardes;;;Estación de la Guardia;;;;;;;;;x
ca_keep_3;Steward's Tower;Tour des gardes;;;Torre de la Guardia;;;;;;;;;x
ca_keep_3_desc;Steward's Tower;Tour des gardes;;;Torre de la Guardia;;;;;;;;;x
ca_keep_4;Steward's Barracks;Casernes des gardes;;;Cuartel de la Guardia;;;;;;;;;x
ca_keep_4_desc;Steward's Barracks;Casernes des gardes;;;Cuartel de la Guardia;;;;;;;;;x
ca_keep_5;Steward's Keep;Donjon des gardes;;;Torreón de la Guardia;;;;;;;;;x
ca_keep_5_desc;Steward's Keep;Donjon des gardes;;;Torreón de la Guardia;;;;;;;;;x
ct_wall_q_1;Basic Defenses;Défenses de base;;;Defensas Básicas;;;;;;;;;x
ct_wall_q_2;Catapults;Catapultes;;;Catapultas;;;;;;;;;x
ct_wall_q_3;Siege Tunnels;Tunnels de siège;;;Túneles de Asedio;;;;;;;;;x
ct_wall_q_4;Trebuchets;Trébuchets;;;Trabuquetes;;;;;;;;;x
ct_wall_q_5;Formidable Defenses;Défenses formidables;;;Defensas Formidables;;;;;;;;;x
ct_wall_1;Village Farms;Fermes villageoises;;;Heredades de Pequeña Aldea;;;;;;;;;x
ct_wall_1_desc;Village Farms;Fermes villageoises;;;Heredades de Pequeña Aldea;;;;;;;;;x
ct_wall_2;Large Village Farms;Grandes fermes villageoises;;;Heredades de Aldea;;;;;;;;;x
ct_wall_2_desc;Large Village Farms;Grandes fermes villageoises;;;Hacienda de Aldea;;;;;;;;;x
ct_wall_3;Town Estates;Domaines urbains;;;Hacienda de Pueblo;;;;;;;;;x
ct_wall_3_desc;Town Estates;Domaines urbains;;;Hacienda de Pueblo;;;;;;;;;x
ct_wall_4;Large Town Estates;Grands domaines urbains;;;Hacienda de Pueblo Grande;;;;;;;;;x
ct_wall_4_desc;Large Town Estates;Grands domaines urbains;;;Hacienda de Pueblo Grande;;;;;;;;;x
ct_wall_5;City Estates;Immenses domaines urbains;;;Hacienda de Ciudad;;;;;;;;;x
ct_wall_5_desc;City Estates;Immenses domaines urbains;;;Hacienda de Ciudad;;;;;;;;;x
ct_training_grounds_1;Village Patrol Posts;Postes de patrouille villageois;;;Puestos de Patrulla de Aldea;;;;;;;;;x
ct_training_grounds_1_desc;Village Patrol Posts;Postes de patrouille villageois;;;Puestos de Patrulla de Aldea;;;;;;;;;x
ct_training_grounds_2;Guard's Tower;Tour des gardes;;;Torre de Vigilancia;;;;;;;;;x
ct_training_grounds_2_desc;Guard's Tower;Tour des gardes;;;Torre de Vigilancia;;;;;;;;;x
ct_training_grounds_3;Large Guard's Tower;Grande tour des gardes;;;Gran Torre de Vigilancia;;;;;;;;;x
ct_training_grounds_3_desc;Large Guard's Tower;Grande tour des gardes;;;Gran Torre de Vigilancia;;;;;;;;;x
ct_training_grounds_4;Town Barracks;Casernes urbaines;;;Cuartel de Pueblo;;;;;;;;;x
ct_training_grounds_4_desc;Town Barracks;Casernes urbaines;;;Cuartel de Pueblo;;;;;;;;;x
ct_training_grounds_5;Large Town Barracks;Grandes casernes urbaines;;;Cuartel de Pueblo Grande;;;;;;;;;x
ct_training_grounds_5_desc;Large Town Barracks;Grandes casernes urbaines;;;Cuartel de Pueblo Grande;;;;;;;;;x
ct_training_grounds_6;City Guard Barracks;Casernes de cité;;;Cuartel de Ciudad;;;;;;;;;x
ct_training_grounds_6_desc;City Guard Barracks;Casernes de cité;;;Cuartel de Ciudad;;;;;;;;;x
ct_marketplace_1;Village Markets;Marché villageois;;;Mercado de Aldea;;;;;;;;;x
ct_marketplace_1_desc;A small market where farmers can peddle their wares.;Un petit marché où les paysans peuvent vendre leur production;;;Un pequeño mercado donde los campesinos pueden vender su producción.;;;;;;;;;x
ct_marketplace_2;Town Markets;Marché citadin;;;Mercado de Pueblo;;;;;;;;;x
ct_marketplace_2_desc;A small market in the center of town where merchants peddle their wares.;Un petit marché au centre d'une ville où les marchands peuvent vendre leurs marchandises;;;Un pequeño mercado en el centro de la ciudad donde los mercaderes venden sus mecancias.;;;;;;;;;x
ct_marketplace_4;Money Lenders;Prêteurs sur gages;;;Casa de Préstamos;;;;;;;;;x
ct_marketplace_4_desc;Money Lenders;Prêteurs sur gages;;;Casa de Préstamos;;;;;;;;;x
ct_marketplace_5;Steward's Hall;Maison des marchands;;;Círculo Mercantil;;;;;;;;;x
ct_marketplace_5_desc;Steward's Hall;Maison des marchands;;;Círculo Mercantil;;;;;;;;;x
ct_port_1;Harbour Post;Poste portuaire;;;Puesto Portuario;;;;;;;;;x
ct_port_1_desc;Harbour Post;Poste portuaire;;;Puesto Portuario;;;;;;;;;x
ct_port_2;Harbour Master's;Office de port;;;Oficina del Puerto;;;;;;;;;x
ct_port_2_desc;Harbour Master's;Office de port;;;Oficina del Puerto;;;;;;;;;x
ct_port_3;Port Station;Contrôle portuaire;;;Estación Portuaria;;;;;;;;;x
ct_port_3_desc;Port Station;Contrôle portuaire;;;Estación Portuaria;;;;;;;;;x
ct_port_4;Custom's Office;Bureau des douanes;;;Oficina de Aduanas;;;;;;;;;x
ct_port_4_desc;Custom's Office;Bureau des douanes;;;Oficina de Aduanas;;;;;;;;;x
ct_port_5;Custom's Port;Douane portuaire;;;Aduana Portuaria;;;;;;;;;x
ct_port_5_desc;Custom's Port;Douane portuaire;;;Aduana Portuaria;;;;;;;;;x
ca_large_goldmine;Large Gold Mine;Grande mine d'or;;;Gran Mina de Oro;;;;;;;;;x
ca_silvermine;Silver Mine;Mine d'argent;;;Mina de Plata;;;;;;;;;x
ca_silver_desc;Silver mines tunnel deep into the hills, looking for the precious metals that have made the lords of the land rich. At night their fires light up the sky, and men live and die in the earth.;Les mines d'argent s'enfoncent profondément sous les collines pour récupérer le précieux métal qui a enrichi les Lannister. La nuit des feux s'en échappent et des hommes vivent et meurent sous la terre.;;;Las Minas de Plata se excavan profundamente en las montañas, buscando los metales preciosos que han hecho a los Lannister grandes. En la noche sus fuegos iluminan el cielo, y los hombres viven y mueren bajo tierra.;;;;;;;;;x
ca_cellar_1;Wine Cellar;Cave à vin;;;Bodega;;;;;;;;;x
ca_cellar_2;Great Crypt;Grande crypte;;;Gran Bodega;;;;;;;;;x
ca_maester_1;Maester's Solar;Cellule de mestre;;;Celda del Maestre;;;;;;;;;x
ca_maester_1_desc;Maester's Solar;Cellule de mestre;;;Celda del Maestre;;;;;;;;;x
ca_maester_2;Maester's Tower;Tour de mestre;;;Torre del Maestre;;;;;;;;;x
ca_maester_2_desc;Maester's Tower;Tour de mestre;;;Torre del Maestre;;;;;;;;;x
ca_maester_3;Grand Library;Grande bibliothèque;;;Gran Biblioteca;;;;;;;;;x
ca_painted_table;The Painted Table;La table peinte;;;La Mesa Pintada;;;;;;;;;x
ca_painted_table_desc;Located on the top floor of the Stone Drum is a large table, carved and painted in the form of a detailed map of Westeros. Here, Aegon the Conqueror planned for the Invasion of Westeros. The Painted Table is more than fifty feet long: roughly twenty-five feet wide at its widest point and four feet at its thinnest. At the precise location of Dragonstone is a raised seat that allows the occupant to view the entire map. It is covered by over 300 years of varnish.;Dans la plus haute salle de tour tambour se trouve une grande table, une énorme bille de bois sculptée sur ordre d’Aegon Targaryen avant la Conquête. Longue de cinquante pieds, large de vingt-cinq dans sa plus grande largeur et quatre au point le plus étroit, elle fut façonnée à l’image de Westeros. Là où devrait se trouver Peyredragon on a construit un siège permettant à l'occupant de voir l'intégralité de la carte.;;;Ubicada en la última planta de la Torre del Tambor de Piedra, hay una enorme mesa tallada y pintada con la forma de un mapa detallado de Poniente. Aquí, Aegon el Conquistador planeó la Invasión de Poniente. La Mesa Pintada mide más de quince metros de largo, y más o menos la mitad de ancho en su parte más ancha mientras que en su parte más estrecha mide poco más de un metro. En el punto exacto que ocuparía Rocadragón se sitúa una silla sobre una plataforma, de forma que permite al que la ocupe mirar el mapa entero. Está oscurecida por casi 300 años de barnices.;;;;;;;;;x
action_improve_castle_holding;Improve Holding;Améliorer le château;;;Mejorar un Castillo;;;;;;;;;x
action_improve_castle_holding_desc;Once the work on improving a holding has started, the Castellan should be sent there to direct the workers' efforts.;Lorsque les travaux d'amélioration d'un château débutent, le châtealin doit y être envoyé pour diriger et surveiller le chantier. ;;;Al iniciar los trabajos de mejora de un castillo, se debe enviar al castellano para que dirija y supervise la obra.;;;;;;;;;x
EVTNAME950;Success!;C'est un succès !;;;Éxito!;;;;;;;;;x
EVTDESC950;After years of hard work, the efforts finally paid off. The new walls stand strong, the towers rise proudly and scores of newly trained warriors stand ready to serve our Lord.;Après des années de dur travail, les efforts consentis ont enfin payés. Les murs et tours nouvellement construits se dressent fièrement et les soldats récemment formés se tiennent prêt à servir notre seigneur.;;;Tras varios años de duro trabajo, los esfuerzos han dado sus frutos. Las murallas y torres recientemente construidas se levantan con orgullo y los soldados recién formados están listos para servir a su señor.;;;;;;;;;x
EVTOPTA950;My liege will be happy to hear the news.;Mon suzerain sera heureux d'apprendre la nouvelle.;;;Mi señor estará encantado de conocer la noticia.;;;;;;;;;x
EVTDESC20950;My liege, the work is complete! After years of hard work your holding has been greatly improved. Its new defenses will be impregnable, and scores of loyal men stand ready to die for you.;Messire, le chantier est terminé ! Après des années de dur travail votre château a enfin été amélioré. Ses nouvelles défenses sont imprenables et de nouvelles et loyales recrues se tiennent prêt à mourir pour vous. ;;;Mi Señor, la obra ha terminado! Tras años de duro trabajo las obras de mejora del castillo han concluido. Sus nuevas defensas son inexpugnables y nuevos y leales reclutas están listos para servirle.;;;;;;;;;x
EVTNAME951;Failure!;Echec !;;;Fracaso!;;;;;;;;;x
EVTDESC951;My liege, I fear I bring bad news today. Our work to try to improve your holding has come to a standstill. We can't find neither good warriors nor competent workers, and we seem to have been plagued by all kinds of catastrophes and accidents. The sad truth is, all our efforts have come to naught.;Messire, je dois malheureusement vous annoncer une bien mauvaise nouvelle. Je crains qu'il faille abandonner les travaux d'amélioration de votre château. Nous n'arrivons plus à trouver suffisament de nouveux soldats à entrainés et d'artisans compétents pour continuer le chantier. Nous avons également essuyé une série de catastrophes et d'accidents. Tous nos efforts n'ont malheureusement servi à rien.;;;Mi Señor, siento informaros de una mala noticia. Me temo que debemos abandonar la obra de mejora del castillo. No disponemos de mano de obra suficiente para continuar la obra, ya hemos tenido una serie de accidentes por este otivo. Lamentablemente, todos los esfuerzos han sido en vano.;;;;;;;;;x
EVTOPTA951;CURSES!;Malédiction !;;;Maldición!;;;;;;;;;x
EVTDESC20951;[Root.PrimaryTitle.GetFOA], you have invested a lot of gold in improving [From.GetName], but the work is currently directionless and wasteful. You should really send your [job_castellan_target.GetJobTitle] to oversee the efforts or your gold will be wasted.;[Root.PrimaryTitle.GetFOA], vous avez investi de fortes sommes dans l'amélioration de [From.GetName]. Mais j'ai remarqué que les travaux gaspillaient beaucoup d'argent sans progresser réellement faut d'une personne pour els diriger. Vous devriez vraiment envoyer votre [job_castellan_target.GetJobTitle] pour surveiller et diriger le chantier ou votre or aura été gaspillé en vain.;;;[Root.PrimaryTitle.GetFOA], habéis invertido mucho oro mejorando una de vuestras propiedades, pero he notado que la obra avanza sin rumbo e inútilmente. Deberíais enviar a vuestro Castellano para que supervise que vuestro esfuerzo monetario no será en vano.;;;;;;;;;x
EVTOPTA20951;I see;Je vois.;;;Ya veo.;;;;;;;;;x
ca_the_eyrie;The Eyrie;Les Eryié;;;El Nido de Águilas;;;;;;;;;x
