#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC64420;Who amongst my loyal vassals will dutifully lend money to his Liege Lord?;Qui parmi mes vassaux accepterait de me prêter quelque argent ?;;;Quién de mis vasallos estaría dispuesto a prestarme algo de dinero?;;;;;;;;;x
TOOLTIPIRONBANKMERCS;You shall be granted some mercenaries by the Iron bank;La Banque de Fer va vous envoyer quelques mercenaires en renfort.;;;El Banco de Hierro os va a enviar algunos mercenarios de refuerzo.;;;;;;;;;x
EVTOPTBbankruptcy.107;Land would be acceptable payment;Des terres constitueraient un payement acceptable;;;Las  tierras serían un pago aceptable;;;;;;;;;x
TOOLTIPbankruptcy.500;You offer to clear [This.GetTitle] [This.GetFirstName]'s debt in exchange for some land;Vous proposez au(à la) [This.GetTitle] [This.GetFirstName] d'éponger ses dettes en échange de l'octroi de terres.;;;Proponéis a [This.GetTitle] [This.GetFirstName] de saldar las deudas a cambio de otorgarle tierras.;;;;;;;;;x
EVTOPTCbankruptcy.107;Maybe [From.GetSheHe] can reduce [From.GetHerHis] powers instead?;Peut-être pourrait-[From.GetSheHe] plutôt réduire son pouvoir à la place ?;;;Podría la Corona reducir su poder a cambio?;;;;;;;;;x
TOOLTIPbankruptcy.503;You offer to clear [This.GetTitle] [This.GetFirstName]'s debt in exchange for the lowering of crown authority;Vous proposez au(à la) [This.GetTitle] [This.GetFirstName] d'éponger ses dettes en échange d'une baisse de l'autorité de la couronne.;;;Proponéis a [This.GetTitle] [This.GetFirstName] de saldar las deudas a cambio de una reducción del poder de la corona.;;;;;;;;;x
EVTOPTDbankruptcy.107;If the Faith is empowered we can wave this debt;Si la Foi venait à se renforcer, nous pourrions oublier ces dettes.;;;Si se reforzase la Fe, podríamos olvidar las deudas.;;;;;;;;;x
TOOLTIPbankruptcy.507;You offer to clear [This.GetTitle] [This.GetFirstName]'s debt in exchange for the raising the Faith's authority;Vous proposez au(à la) [This.GetTitle] [This.GetFirstName] d'éponger ses dettes en échange d'une hausse de l'autorité de la Foi.;;;Proponéis a [This.GetTitle] [This.GetFirstName] de saldar las deudas a cambio de aumentar el poder de la Fe.;;;;;;;;;x
EVTOPTEbankruptcy.107;How about I waive this debt in exchange for a favour?;Et si je renonçais à cette dette en échange d'une faveur ?;;;Y si renunciara a esta deuda a cambio de un favor?;;;;;;;;;x
TOOLTIPbankruptcy.511;You offer to clear [This.GetTitle] [This.GetFirstName]'s debt in exchange for a favour;Vous proposez au(à la) [This.GetTitle] [This.GetFirstName] d'éponger ses dettes en échange d'une faveur.;;;Proponéis a [This.GetTitle] [This.GetFirstName] de saldar las deudas a cambio de un favor.;;;;;;;;;x
EVTDESCbankruptcy.500;[Root.PrimaryTitle.GetFOA], I am sorry to hear you cannot pay me in coin at this time, but perhaps we can reach another arrangement? If you were to grant House [From.GetOnlyDynastyName] some land we would in return cancel the debt.\n\n Yours,\n[From.GetTitle] [From.GetFirstName];[Root.PrimaryTitle.GetFOA], je suis navré d'apprendre que vous êtes dans l'incapacité de me rembourser, mais peut-être pourrions-nous trouver un arrangement ? L'octroi de terres à la maison [From.GetOnlyDynastyName] pourrait nous inciter à annuler vos dettes.\n\n Bien à vous,\n[From.GetTitle] [From.GetFirstName];;;[Root.PrimaryTitle.GetFOA], me consterna saber que sois incapaces de pagarme, pero quizás podamos acordar un arreglo? Otorgar tierras a la casa [From.GetOnlyDynastyName] podría incitarnos a cancelar la deuda.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName];;;;;;;;;x
EVTOPTAbankruptcy.500;A fair deal, consider it done;Une bonne affaire, que ce soit fait !;;;Un buen acuerdo, que se haga!;;;;;;;;;x
TOOLTIPbankruptcy.501;Your debt to [This.GetTitle] [This.GetFirstName] will be cancelled;Votre dette envers le(a) [This.GetTitle] [This.GetFirstName] va être annulée.;;;Vuestra deuda con [This.GetTitle] [This.GetFirstName] será anulada.;;;;;;;;;x
EVTOPTBbankruptcy.500;No, [From.GetSheHe] will have the coin in due course;Non, [From.GetSheHe] aura son argent en temps voulu.;;;No, [From.GetSheHe] tendrá su dinero en el momento oportuno;;;;;;;;;x
EVTDESCbankruptcy.501;[Root.GetTitle] [Root.GetFirstName], your offered terms are most reasonable. I hereby grant House [Root.GetOnlyDynastyName] new lands, and in return [From.PrimaryTitle.GetName]'s debt to you shall be cancelled.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], les termes de votre offre me semblent des plus raisonnables. Par la présente j'octroie de nouvelles terres à la maison [Root.GetOnlyDynastyName] en échange les dettes de [From.PrimaryTitle.GetName] envers vous seront annulées.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], los términos de vuestra oferta me parecen de lo más razonable. Por la presente concedo nuevas tierras a la casa [Root.GetOnlyDynastyName], a cambio la deuda de [From.PrimaryTitle.GetName] será cancelada.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.501;I am satisfied;Je suis satisfait;;;Estoy satisfecho;;;;;;;;;x
EVTDESCbankruptcy.502;[Root.GetTitle] [Root.GetFirstName], I am afraid I cannot accept these terms offered. This land has been set aside for a greater purpose, you shall receive payment in coin as soon as [From.PrimaryTitle.GetName] is able.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], je crains de ne pas pouvoir accepter votre offre. Ces terres ne peuvent être cédées, vous recevrez votre payement en argent dès que [From.PrimaryTitle.GetName] en sera capable.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], me temo que no acepto vuestra oferta. Esas tierras no pueden ser cedidas, recibiréis vuestro pago cuando [From.PrimaryTitle.GetName] sea capaz.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.502;Yes, we better do;Oui, nous ferions mieux.;;;Sí, será lo mejor;;;;;;;;;x
EVTDESCbankruptcy.503;[Root.PrimaryTitle.GetFOA], I am sorry to hear you cannot pay me in coin at this time, but perhaps we can reach another arrangement? If the freedoms and liberties of the vassals of [Root.PrimaryTitle.GetName] could be extended I am sure we could in exchange cancel your debt.\n\n Yours,\n[From.GetTitle] [From.GetFirstName];[Root.PrimaryTitle.GetFOA], je suis navré d'apprendre que vous êtes dans l'incapacité de me rembourser, mais peut-être pourrions-nous trouver un arrangement ? Si les libertés des vassaux de [Root.PrimaryTitle.GetName] venaient à être accrues, je suis sûr que nous pourrions annuler cette dette en échange.\n\n Bien à vous,\n[From.GetTitle] [From.GetFirstName];;;[Root.PrimaryTitle.GetFOA], me consterna saber que sois incapaces de pagarme, pero quizás podamos acordar un arreglo? Si las libertades de los vasallos de [Root.PrimaryTitle.GetName] aumentaran, estoy seguro que podríamos anular la deuda a cambio.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName];;;;;;;;;x
EVTOPTAbankruptcy.503;I have no choice, I shall sign this into law;Je n'ai pas d'autres choix, je dois promulguer cette loi.;;;No tengo más opciones, he de promulgar esa ley.;;;;;;;;;x
EVTOPTBbankruptcy.503;No, I will not make law for coin;Non, je ne vais pas légiférer pour une poignée de pièces.;;;No, no legislaré por un puñado de monedas.;;;;;;;;;x
EVTDESCbankruptcy.504;[Root.GetTitle] [Root.GetFirstName], your offered terms are most reasonable. I hereby lower the [From.GetTitle]'s authority throughout the realm, and in return [From.PrimaryTitle.GetName]'s debt to you shall be cancelled.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], les termes de votre offre me semblent des plus raisonnables. Par la présente je réduit l'autorité du(e la) [From.GetTitle] sur le royaume, et en échange les dettes de [From.PrimaryTitle.GetName] seront annulées.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], los términos de vuestra oferta me parecen de lo más razonable. Por la presente reduzco la autoridad de [From.GetTitle] sobre el reino, a cambio, la deuda de [From.PrimaryTitle.GetName] será anulada.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.504;A deal well made;Une bonne affaire.;;;Un buen acuerdo;;;;;;;;;x
EVTDESCbankruptcy.505;[Root.GetTitle] [Root.GetFirstName], I am afraid I cannot accept these terms offered. The laws of the land cannot be bartered for gold, you shall receive payment in coin as soon as [From.PrimaryTitle.GetName] is able.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], je crains de ne pas pouvoir accepter votre offre. Les lois du royaume ne peuvent être changées pour de l'or, vous recevrez votre payement en argent dès que [From.PrimaryTitle.GetName] en sera capable.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], me temo que no puedo aceptar vuestra oferta. Las leyes del Reino no pueden ser cambiadas por oro, recibiréis vuestro pago cuando [From.PrimaryTitle.GetName] sea capaz.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTDESCbankruptcy.506;[Root.PrimaryTitle.GetFOA], we have received a decree from [FromFrom.GetTitle] [FromFrom.GetFirstName] in [FromFrom.Capital.GetName]. The [FromFrom.GetTitle] has signed a new law lowering the crown's authority in the realm. According to reports this was done in exchange for cancelling [FromFrom.PrimaryTitle.GetName]'s debt to [From.GetTitle] [From.GetFirstName] and House [From.GetOnlyDynastyName].;[Root.PrimaryTitle.GetFOA], nous avons reçu un décret du(e la) [FromFrom.GetTitle] [FromFrom.GetFirstName] en provenance de [FromFrom.Capital.GetName]. Le(a) [FromFrom.GetTitle] a signé une nouvelle loi qui réduit l'autorité de la couronne au sein du royaume. Selon nos informations, cette loi a été signée en échange de l'annulation des dettes [FromFrom.PrimaryTitle.GetName] envers [From.GetTitle] [From.GetFirstName] et la maison [From.GetOnlyDynastyName].;;;[Root.PrimaryTitle.GetFOA], hemos recibido un decreto de [FromFrom.GetTitle] [FromFrom.GetFirstName] procedente de [FromFrom.Capital.GetName]. El [FromFrom.GetTitle] ha firmado una nueva ley que reduce la autoridad de la corona en el seno del Reino. Según nuestras informaciones, esta ley ha sido ratificada a cambio de la anulación de la deuda de [FromFrom.PrimaryTitle.GetName] con [From.GetTitle] [From.GetFirstName] y la casa [From.GetOnlyDynastyName].;;;;;;;;;x
EVTOPTAbankruptcy.506;Everyone is happy it seems;Tout le monde est content.;;;Todos contentos.;;;;;;;;;x
EVTDESCbankruptcy.507;[Root.PrimaryTitle.GetFOA], The Faith is upset your House cannot pay what is owed at this time, but perhaps we can reach another arrangement? If the Faith's authority throughout the realm can be strengthened, with assurances signed into law, we in exchange can forgive this debt.\n\n Signed in sight of the gods,\nHis Holiness the High Septon;[Root.PrimaryTitle.GetFOA], la Foi est mécontente envers votre maison qui ne peut rembourser à temps ce qu'elle doit, mais peut-être pourrions-nous trouver un arrangement ? Si l'autorité de la Foi sur le royaume venait à être renforcée, et cette décision sanctionnée par une loi, nous pourrions peut-être oublier cette dette.\n\n Signé à la Lumière des Dieux,\nSa Sainteté le Grand Septon;;;[Root.PrimaryTitle.GetFOA], la Fe está descontenta de que vuestra casa no pueda devolver a tiempo lo que debe, pero podríamos encontrar un arreglo? Si la autoridad de la Fe fuera a reforzarse, podríamos olvidar esta deuda.\n\n Firmado a la luz de los Dioses,\nSu Santidad el Gran Septón;;;;;;;;;x
EVTOPTAbankruptcy.507;Yes, give the Septons these concessions;Oui, nous allons faire ces concessions envers les septons.;;;Sí, haremos esta concesión a los septones.;;;;;;;;;x
EVTOPTBbankruptcy.507;No, the Faith cannot grow to powerful;Non, la Foi ne doit pas obtenir trop de pouvoir.;;;No, la Fe no debe conseguir demasiado poder.;;;;;;;;;x
EVTDESCbankruptcy.508;Your Holiness, your offered terms are most reasonable. I will hereby sign into law new and greater powers for the Faith, and in return [From.PrimaryTitle.GetName]'s debt to you shall be cancelled.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];Votre Sainteté, les termes de votre offres semblent raisonnable. Je vais promulguer une nouvelle loi octroyant plus de pouvoirs à la Foi, et en retour les dettes de [From.PrimaryTitle.GetName] seront annulées.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;Su Santidad, los términos de su oferta me parecen razonables. Promulgaré una nueva ley otorgando más poderes a la Fe, y a cambio, la deuda de [From.PrimaryTitle.GetName] será anulada.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.508;[From.GetSheHeCap] shows piety and wisdom;[From.GetSheHeCap] fait preuve de piété et de sagesse. ;;;[From.GetSheHeCap] demuestra piedad y sabiduría.;;;;;;;;;x
EVTDESCbankruptcy.509;Your Holiness, I am afraid I cannot accept these terms offered. The laws of the land cannot be bartered for gold, you shall receive payment in coin as soon as [From.PrimaryTitle.GetName] is able.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];Votre Sainteté , je crains de ne pas pouvoir accepter votre offre. Les lois du royaume ne peuvent être changées pour de l'or, vous recevrez votre payement en argent dès que [From.PrimaryTitle.GetName] en sera capable.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;Su Santidad, me temo que no puedo aceptar vuestra oferta. Las leyes del Reino no pueden cambiarse por un poco de oro, recibiréis el pago cuando [From.PrimaryTitle.GetName] sea capaz.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTAbankruptcy.509;The faithful will be concerned with this;Les fidèles seront déçus. ;;;Los fieles se sentirán decepcionados.;;;;;;;;;x
EVTDESCbankruptcy.510;[Root.PrimaryTitle.GetFOA], we have received a decree from [FromFrom.GetTitle] [FromFrom.GetFirstName] in [FromFrom.Capital.GetName]. The [FromFrom.GetTitle] has signed a law granting extensive powers and new freedoms to the Faith and the High Septon. According to reports this was done in exchange for cancelling [FromFrom.PrimaryTitle.GetName]'s debt to the Faith.;[Root.PrimaryTitle.GetFOA], nous avons reçu un décret du(e la) [FromFrom.GetTitle] [FromFrom.GetFirstName] en provenance de [FromFrom.Capital.GetName]. Le(a) [FromFrom.GetTitle] a signé une nouvelle loi qui octroie de nouvelles libertés et de plus grands pouvoirs à la Foi et au Grand Septon. Selon nos informations, cette loi a été signée en échange de l'annulation des dettes [FromFrom.PrimaryTitle.GetName] envers la Foi.;;;[Root.PrimaryTitle.GetFOA], hemos recibido un decreto de [FromFrom.GetTitle] [FromFrom.GetFirstName] procedente de [FromFrom.Capital.GetName]. El [FromFrom.GetTitle] ha firmado una nueva ley que otorga nuevas libertades y más poderes a la Fe y al Septón Supremo. Según nuestras informaciones, esta ley ha sido ratificada a cambio de la anulación de la deuda de [FromFrom.PrimaryTitle.GetName] con la Fe.;;;;;;;;;x
EVTOPTAbankruptcy.510;I hope this proves wise;J'espère qu'il s'agissait d'une sage décision.;;;Espero que esto sea una decisión sabia.;;;;;;;;;x
EVTDESCbankruptcy.511;[Root.PrimaryTitle.GetFOA], I am sorry to hear you cannot pay me in coin at this time, but perhaps we can reach another arrangement? If you were to promise to grant me a favour in the future, I would in return cancel this debt.\n\n Yours,\n[From.GetTitle] [From.GetFirstName];[Root.PrimaryTitle.GetFOA], je suis navré(e) d'apprendre que vous êtes dans l'incapacité de me rembourser, mais peut-être pourrions-nous trouver un arrangement ?  Si vous me promettez de m'accorder une faveur dans le futur, je pourrais en échange annuler votre dette.\n\n  Bien à vous,\n[From.GetTitle] [From.GetFirstName];;;[Root.PrimaryTitle.GetFOA], me consterna saber que sois incapaces de pagarme, pero quizás podamos acordar un arreglo?  Si me prometéis un favor en el futuro, podría cancelar la deuda a cambio.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName];;;;;;;;;x
EVTOPTAbankruptcy.511;That is reasonable, I accept;Cette requête est raisonnable, j'accepte.;;;Esta petición es razonable, la acepto.;;;;;;;;;x
EVTDESCbankruptcy.512;[Root.GetTitle] [Root.GetFirstName], your offered terms are most reasonable. I hereby pledge to grant a you a favour, and in return [From.PrimaryTitle.GetName]'s debt to you shall be cancelled.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], les termes de votre offre me semblent des plus raisonnables. Par la présente, je m'engage à vous devoir une faveur et en échange, les dettes de [From.PrimaryTitle.GetName] envers vous seront annulées.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], los términos de vuestra oferta me parecen de lo más razonable. Por la presente, me comprometo a deberos un favor y a cambio, las deudas de [From.PrimaryTitle.GetName] con vos serán canceladas.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la casa [From.GetOnlyDynastyName].;;;;;;;;;x
EVTDESCbankruptcy.513;[Root.GetTitle] [Root.GetFirstName], I am afraid I cannot accept these terms offered. My offices and decisions are not subject to flimsy pledges, you shall receive payment in coin as soon as [From.PrimaryTitle.GetName] is able.\n\n Regards,\n[From.GetTitle] [From.GetFirstName] of House [From.GetOnlyDynastyName];[Root.GetTitle] [Root.GetFirstName], je crains de ne pas pouvoir accepter votre offre. Mes décisions ne peuvent pas être fondées sur de si piètres promesses. Aussi, recevrez-vous votre paiement en argent dès que [From.PrimaryTitle.GetName] en sera capable.\n\n Cordialement,\n[From.GetTitle] [From.GetFirstName] de la maison [From.GetOnlyDynastyName];;;[Root.GetTitle] [Root.GetFirstName], me temo que no puedo aceptar vuestra oferta. Mis decisiones no pueden estar fundadas sobre pobres promesas. Además, recibiréis vuestro pago cuando [From.PrimaryTitle.GetName] sea capaz.\n\n Cordialmente,\n[From.GetTitle] [From.GetFirstName] de la Casa [From.GetOnlyDynastyName];;;;;;;;;x
EVTOPTCbankruptcy.103;I am my own liege, this loan is no longer valid;Je suis mon propre seigneur, cet emprunt n'a plus lieu d'être.;;;Soy mi propio Señor, este préstamo ya no tiene validez.;;;;;;;;;x
EVTDESC38000;Even in death, I cannot escape the moneylenders!;Même dans la mort, je ne pourrais échapper à mes créanciers !;Selbst im Tode kann ich den Geldverleihern nicht entkommen!;;Incluso muriendo, no podría escaparme de los prestamistas.;;;;;;;;;x
EVTOPTA38000;They will surely seek repayment from my heir;Ils vont sûrement chercher remboursement auprès de mon héritier.;Sie werden sich das Geld sicher von meinem Sohn holen.;;Seguramente busquen el reembolso a través de mi heredero.;;;;;;;;;x
EVTTOOLTIP38001;The moneylenders will soon pay a visit;Les créanciers vont bientôt me rendre visite.;Die Geldverleiher werden bald einen Besuch abstatten.;;Los prestamistas vendrán pronto a visitarme.;;;;;;;;;x
EVTDESC38001;The moneylenders are here, seeking repayment for [From.GetTitledFirstName]'s debts.;Les créanciers sont là, cherchant le remboursement des dettes de [From.GetTitledFirstName].;Die Geldverleiher sind gekommen um die Rückzahlung von [From.GetTitledFirstName]'s Kredit zu fordern.;;Los prestamistas están aquí, buscando el reembolso de las deudas de [From.GetTitledFirstName].;;;;;;;;;x
EVTOPTA38001;They will have their 62 gold;Je vais rembourser la somme de 62 Or que je leur dois.;Sie sollen ihre 62 Gold bekommen.;;Les pagaré las 62 piezas de oro que les debo.;;;;;;;;;x
EVTOPTB38001;They will have their 125 gold;Je vais rembourser la somme de 125 Or que je leur dois.;Sie sollen ihre 125 Gold bekommen.;;Les pagaré las 125 piezas de oro que les debo.;;;;;;;;;x
EVTOPTC38001;They will get their 250 gold;Je vais rembourser la somme de 250 Or que je leur dois.;Sie sollen ihre 250 Gold bekommen.;;Les pagaré las 250  piezas de oro que les debo.;;;;;;;;;x
EVTOPTD38001;They will have their 500 gold;Je vais rembourser la somme de 500 Or que je leur dois.;Sie sollen ihre 500 Gold bekommen.;;Les pagaré las 500 piezas de oro que les debo.;;;;;;;;;x
EVTOPTE38001;They will have their 750 gold;Je vais rembourser la somme de 750 Or que je leur dois.;Sie sollen ihre 750 Gold bekommen.;;Les pagaré las 750 piezas de oro que les debo.;;;;;;;;;x
EVTOPTF38001;They will have their 1000 gold;Je vais rembourser la somme de 1000 Or que je leur dois.;Sie sollen ihre 1000 Gold bekommen.;;Les pagaré las 1000 piezas de oro que les debo.;;;;;;;;;x
EVTOPTG38001;They will have their 1250 gold;Je vais rembourser la somme de 1250 Or que je leur dois.;Sie sollen ihre 1250 Gold bekommen.;;Les pagaré las 1250 piezas de oro que les debo.;;;;;;;;;x
EVTOPTH38001;I owe them nothing!;Je ne leur dois rien !;Ich schulde ihnen nichts!;;No les debo nada!;;;;;;;;;x
EVTTOOLTIP38002C;The debt will be due in five years;La dette sera payée dans cinq ans.;Der Kredit wird in 5 Jahren fällig;;La deuda será pagada en 5 años.;;;;;;;;;x
EVTOPTA38002;I have the money right here;J'ai l'argent dès maintenant.;Ich habe das Geld gerade zur Verfügung.;;Tengo el dinero aquí mismo.;;;;;;;;;x
EVTOPTB38002;I do not have the full amount, but I will pay the interest;Je n'ai pas la totalité de la somme, mais je paierai les intérêts;Ich habe nicht die volle Summe, zahle aber die Zinsen.;;No tengo la cantidad completa, pero pagaré los intereses.;;;;;;;;;x
EVTOPTC38002;I need more time to raise funds;J'ai besoin de plus de temps pour lever des fonds.;Ich brauche mehr Zeit, um das Geld aufzutreiben.;;Necesito más tiempo para recaudar fondos.;;;;;;;;;x
EVTOPTD38002;You shall not have a single coin from me!;Vous n'aurez pas la moindre pièce !;Du wirst nicht einen Pfennig von mir sehen!;;No tendréis ni una sola moneda!;;;;;;;;;x
EVTTOOLTIP38002;Take a five-year loan at 25% interest;Contracter un emprunt sur cinq ans à un taux d’intérêt de 25%.;Ein Fünfjahresdarlehen zu 25% Zinsen aufnehmen;;Contrata un préstamo de cinco años al 25% de interés;;;;;;;;;x
EVTTOOLTIP38002B;The loan will be extended for two years;L'emprunt va être prolongé de deux ans.;Das Darlehen wird um 2 Jahre verlängert;;El préstamo será prolongado 2 años.;;;;;;;;;x
